id,text_features,type,source
3429758,Fotorepro. Ilmus esimene Eesti NSV kaubandusliku ajakirja number (kaanepilt).   Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud esemed.,foto,train
1855301,ETMM-i fotolabori töö.  ETMM-i fotolabori töö. Fotograaf Henno Saarne (?).,diapositiiv,train
3561140,foto Armand Lepikust,foto,train
2779913,Riigiraudtee 3. kl. ringisõidupilet (4 eks.),dokument,train
2511023,denaar    mündiaare Häv. 251,münt,train
4223801,"""Karussell"" lastekoorile a cappella","käsikiri, laul/ vokaalmuusika",train
3394729,Lavastus Paradiisi pärisperemees Eesti Rahvusteatris Kanadas,foto,train
2704194,"Tallinn, Kesklinn, Juhkentali tänav",fotonegatiiv,train
1859662,kaetud pruunide täppidega,dokument,train
3199728,"Plakat, Veebruari Talvejazz 
   Jazzkaare plakatid 1991.-2015. aastatest. Seni esindamata materjal.",plakat,train
4117967,"Külalis laulu ja tantsuansamblid. Kabardilia Riiklik Laulu ja Tantsuansambel, 19.03.1955? Eesti kontsert.     Piltidega, vene keeles.",plakat,train
3774191,"Vaikselt anuvad mu laulud, Teater Estonia, 1954, osades: Franz Schubert – Heino Otto",fotonegatiiv,train
3480874,"Kutsekaart V. Sõerdele osavõtuks Viktor Kingissepa mälestusõhtust M. Gorki nim. Tallinna Keskraamatukogult ja ENSV TA Ajaloo Muuseumi filiaalilt ""Tööliste Kelder""    Kogusse registreerimise aeg pole täpne, nimistust puuduvad andmed",väiketrükis,train
3710337,"graafika, Aleuudi naine      määrdunud",graafika,train
2328675,Keekandja ktk   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),arheoloogiline leid,train
2325155,Savinõukillud   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),arheoloogiline leid,train
3636022,G.Ernesaksa kirjavahetus oma endise õpetaja Karl Õunapuu ja tema pojaga,kiri,train
3439661,Eesti NSV Töönduskoperatsiooni II kunstilise isetegevuse ülevaatuse märk,silt/märk,train
1683389,"Fotolaegas ja dokumentaalmaterjalid on pärit Tallinnast, Soo tn 27 elumajast. Maja renoveerimise käigus leitud ning üle antud Peeter Tedre poolt. Laeka omanik polnud üleandjale teada. Laegas ja selles sisalduvad fotod kuulusid Enno ja Veronika Soomrele. Laegas sisaldas 264 perekonnafotot. Tegemist on tervikliku perekonnapiltide koguga, mis sisaldab pidusid, pulmi, matuseid, mitmesugused portreid ja grupipilte ajavahemikust u. 1890 kuni 1990.aastad. Isikud piltidel tuvastamata. Laegas sisaldas 264 perekonnafotot. Tegemist on tervikliku perekonnapiltide koguga, mis sisaldab pidusid, pulmi, matuseid, mitmesugused portreid ja grupipilte ajavahemikust u. 1890 kuni 1990.aastad. Isikud piltidel tuvastamata.",foto,train
2072590,Eesti Seemnevilja Ühisus. Valli tänav 6.,fotonegatiiv,train
3543683,Ella Masing-Grünbergi foto Santuzza osatäitjale Estonia teatri lavastusest Talupoja au,foto,train
3912023,"Teksti autor Eduard Vilde. Lavastaja Paul Varandi. 69x51,5cm. Lavastuse piltidega.",plakat,train
3947747,"Käsikiri, Kreek, Cyrillus-seade Beethoveni Marcia funebre puhkpilliorkestrile",käsikiri,train
2042893,Albumi üleandja: Märt Mikkov,"foto, postkaart",train
4065751,"""Kodu"" häälele klaverisaatega","käsikiri, laul/ vokaalmuusika",train
3300507,Foto Teater Estonia sõnalavastusest Kergemeelne õde      nööpnõela augud,foto,train
3687141,Kostüümikavand Eestlane osatäitjale Vanemuise teatri lavastusest Laanelill,kavand/joonis/eskiis,train
2328465,Ketilülid   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand)  Eesti Ajaloomuuseumi 1990.aasta suve arheoloogiliste kaevamiste leiud Maidla kivikalme II kaevendist,arheoloogiline leid,train
2748634,"Eesti Korpus kodumaal, läbimas Pärnu linna.",fotonegatiiv,train
2708505,"Tallinn, Kesklinn, Kassisaba asum, Luise tänav.",fotonegatiiv,train
3626050,"Figaro pulm, Teater Estonia, 1958, osades: Susanna – Ester Lepa, Krahvinna Rosina – Elsa Maasik",fotonegatiiv,train
3512441,"T412 Kustav-Agu Püümani teatrikavandid, arhiivmaterjalid, fotod T412:2/57:11",kavand/joonis/eskiis,train
2321162,Keti ktk   Kaevanud M.Mandel 1977.a. Veskimäe tl. kalme (I),arheoloogiline leid,train
2324496,Eseme ktk   Saadud Mati Mandeli juhatatud kaevamistel 1983-1985.a. (I kaevand),arheoloogiline leid,train
3371718,"Tallinna Tööstuskaubastu lastejalatsite kaupluse ""Tipa-Tapa"" vaated. Avatud 1977.    Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud asjad.   Tagaküljel foksing.",foto,train
2748540,8. Eesti Laskurkorpus. Tõkestussalga elust mitmeid ülesvõtteid Kuramaalt.,fotonegatiiv,train
2331481,Koba   Kaevanud M.Mandel 1997.a.,arheoloogiline leid,train
2061546,Eesti NSV esindajad Kasahstanis ENSV kultuuripäevade ajal. Vastuvõtt lennujaamas.     Viktor Simmi pärandist. Üleandja: Krista Roosi.,foto,train
4089230,portree: Reinhold Sachker    TB100321,fotonegatiiv,train
4277446,"Õhtulaul - meloodia akordimärkidega, sõn. M. Traat",käsikiri,train
4260311,"Estonia Seltsi pea-ja eestseisuse koosolekute protokollid      kaaned katki, määrdunud, paberikahjustused",dokument,train
3597209,"graafika; Rooma. Medalid konsulite portreedega      koltunud, nurgad liimist määrdunud",graafika,train
2948107,"vastus järelpärimisele näojumestuskursuste korraldamisest teatrikursustel Viljandis, mis maksaks 20000 marka",kiri,train
3001407,"Foto,ERSO trombonistid A.Flink
R.Kivi,V.Magus,T.Karis,1957",foto,train
4076103,8. Eesti Laskurkorpuse poliitosakonna ülema asetäitja Pilugin.,fotonegatiiv,train
2041766,Üleandja: Küllo Arjakas (Eesti Muinsuskaitse Seltsi vastutav sekretär),foto,train
2031551,Kui tume veel kauaks sinu maa    Eesti Teatri- ja Muusikamuuseumi arhiivraamatukogu  signaaleksemplar,noodid,train
2654474,Balti kett Eesti-Läti piiril Molotov-Ribbentropi pakti 50. aastapäeval,fotonegatiiv,train
202858,Kellel taevas kallist kinki-Viru laulik            originaal ja koopia   tuhmunud,käsikiri,train
4048072,"""Unustamatu kuju""  (""Памятный образ"") häälele klaverisaatega","käsikiri, laul/ vokaalmuusika",train
3914667,"Tallinna Tööstuskaubastu Kauplus nr 10. Arve nr 2767.  A: Õhturahu, vana valss, laulab Artur Rinne, eesti keeles; 
B: Kihlus, eesti polka, laulab A. Rinne",helisalvestis,train
2318257,Savinõukillud   Kaevanud M.Mandel 1973.a.,arheoloogiline leid,train
3234752,"Käsikiri, Laja Peeter, P.Süda Scherzino -seade sümfooniaorkestrile, partituur",käsikiri,train
3688965,Julius von Tarent     autogramm,raamat,train
3959420,Mustilell,raamat,train
3430917,Kutse. Eduard Türki 55 aastase lavategevuse juubel.     Kutse on suunatud Lilian Kirepe ´le.,kutse,train
2509396,Lõhavere linnamägi,foto,train
4090102,"Joanna tentata, Teater Estonia, 1971, osades: Joanna - Juta Lehiste    TB120321",fotonegatiiv,train
2451983,"foto, negatiiv, Henno Saarne, Suveöö unenägu, W. Shakespeare, Eesti Draamateater, 1974, lavastaja -  G. Kromanov, K. Kromanov 6. lennu tudengitega proovis   H. Saarne pildistatud negatiiv",fotonegatiiv,train
3534864,Antonius ja Kleopatra     A. Eskola autogramm,käsikiri,train
3224003,Родительское собрание,käsikiri,train
3908673,"August Jakobsoni, Leo Kalmeti filmi Vana tamm dokumendid tegevuse kohta, kinolinale ei jõudnud    kirjad(sealhulgas A. Jakobsoni kirjad L. Kalmetile); plaanid, retsensioonid, diskussioonid, kunstinõukogu protokollid, autorite pöördumised, märkmed kirjad(sealhulgas A. Jakobsoni kirjad L. Kalmetile); plaanid, retsensioonid, diskussioonid, kunstinõukogu protokollid, autorite pöördumised, märkmed",dokument,train
3372817,"Tallinna TK, Sööklate, Restoranide ja Kohvikute trust 1949 - 1973.a. Restoran ""Kaukaasia"" Vana - Tooma tn. 4.   Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud asjad.",foto,train
3868766,"Konks, J. Vana- ja keskaeg. Ajaloo õpiraamat progümnaasiumi III ja reaalkooli I klassile. Tartu, 1939     Esilehel tindiga: ""Hra V. Oravale aut. J. Konks"".
Lehtedel pliiatsiga märkusi. Kaaned kulunud, pleekinud. Lehed plekilised, seljal rebendid, lõikejoon tumenenud.",raamat,train
2312841,Naastupärl   Saadud Reinhold Brevenilt 1905.a.,arheoloogiline leid,train
2074765,"Jäälõhkuja ""Suur Tõll"" Tallinna sadamas",fotonegatiiv,train
1848843,"Mahtra sõda   Teatri- ja Muusikamuuseumi arhiivraamatukogu: raamatud ja noodid  masinakiri, rotaator
paljundus, märkmed pliiatsiga",käsikiri,train
3932516,"A: Virulöss; 2. Polka 3. Ristitants
B:1. Veltsandi polka 2. Mustjala vaimulik; 3. Suur Tõllu labajalg",helisalvestis,train
3865042,foto Paul Pinna albumist: N. Smirnova balletiproovis 1914,foto,train
4148956,Shampuseklaas,nõu/anum,train
2709240,"Raamat: Kirepe, Lilian, Theodor Altermann, Teatriteed, Tallinn 1968, Eesti Raamat",raamat,train
3612313,2018. aasta oktoobris New Yorgis välitöödel kogutud teatriteadlase Mardi Valgemäe ja tema perekonna arhiivmaterjalid. Koguja muuseumi peavarahoidja Ann Aaresild. Projekti rahastas Rahvuskaaslaste programm.  ETMM T771:1/15:9,kava,train
4236596,"""Mu viimne laul oli õitest"" häälele klaverisaatega","käsikiri, laul/ vokaalmuusika",train
2845235,"Börsihoone sisevaade   Rene Noni kätte sattus fotoalbum, kus on pilte Börsihoonest enne restaureerimist 1946 aastal ja muid materjale ENSV Kaubanduspalati tegemistest 1940. aastate teises pooles. Kokku ca 50 fotot ja lisaks muid kirjalikke materjale.
 Fotoalbum piltidega Börsihoonest enne restaureerimist 1946 aastal. Foto on kleebitud albumilehele",foto,train
3436122,"graafika, Kindral Karl Ivanovitš Oppermann. Portree      tugevasti koltunud, laiguline, määrdunud, tugevasti lõigatud ääred",graafika,train
3577969,"Kostüümikavand tegelasele Sigaretineiu lavastuses Carmen. G. Bizet, Vanemuine 1991   saadud ""Vanemuisest"" G. Bizet; 21.12.1991; kostüüm G. Bizet; 21.12.1991; kostüüm",kavand/joonis/eskiis,train
3687080,"Kostüümikavand Jaaniöö ballett, mehed Vanemuise teatri lavastusest Laanelill",kavand/joonis/eskiis,train
3103789,"Kiri,Herman Känd, Helikunsti
Sihtkapitali Valitsusele",kiri,train
3629625,"Kostüümikavand tegelasele Agris lavastusele Truuduse magus koorem. P. Putninš, Pärnu teater 1981",kavand/joonis/eskiis,train
3924246,"Alistumatud. Leningrad 1944     Väljaanne brošeeritud, pruunide paberkaantega. Välja antud Leningradis kirjastuses ""Ilukirjandus ja Kunst"" 1944. a. 136 lk.  koltunud, määrdunud, katkine",raamat,train
231473,2003,dokument,train
3864914,"Foto. Sõrmus,Eduard, 
viiudaja Fiatist talvisel Saksimaal",foto,train
4251152,Teatrikunstniku Aime Undi annetatud kavandid. T463:2/110:2,kavand/joonis/eskiis,train
2770850,Fotonegatiiv,fotonegatiiv,train
3019963,"foto, Parikas, Põhjalased, Estonia, 1924, osades - Karjamaa Köisti - Aleksander Dener, Jussi Harri - Ants Lauter, paremalt - Liisa - Marje Parikas, Kaapo - August Mihklisoo, Erik Harri - Hugo Laur   TA Ajaloomuuseum, Akt 54, 10.11.1948",fotonegatiiv,train
2785186,"Foto,Mihkel Lüdig ja Peeter
Laja",foto,train
3156395,Muinasjutt tõest / Zoja     Rahvaloomingu keskmaja,käsikiri,train
2407008,Fotonegatiiv,fotonegatiiv,train
2043845,Portree: Gustav Ferdinand Otto     Visiit-formaat,foto,train
2491247,Johann Kokla hauakivi Haapsalu kalmistul,foto,train
3561958,"Kostüümikavand tegelasele tütar Ottilie lavastuses Vana daami külaskäik. Fr. Dürrenmatt, Vanemuine 1982   saadud ""Vanemuisest"" Fr. Dürrenmatt; 19.12.1982; kostüüm Fr. Dürrenmatt; 19.12.1982; kostüüm",kavand/joonis/eskiis,train
2706106,"Tallinn, Kesklinn, Tõnismäe asum, Tuvi tänav.",fotonegatiiv,train
3482584,"EMO segakoor, Estonia sümfoonia orkester, O. Lund, V. Veigart, dirigent E. Tubin",dokument,train
2336851,"Foto, Kihelkonna puhkpilliorkester","foto, postkaart",train
2521308,penn    aardeleid metallnõus,münt,train
2491422,Lääne-Saare prefekt Johann Kokla fotoalbumi F32998 fotod. Foto on kleebitud albumilehele.,foto,train
2798517,Rakvere raj. Roela sovhoosi klubi.,fotonegatiiv,train
4029244,Teater Ugala lavastuste digifotod 2015 - 2019,digitaalne kujutis,train
3540998,"Foto lavastusest Pidusöök. T. Vinterberg, M. Rukov, Rakvere Teater 2004   Saadud teatritelt Cd-na tehtud ateljees fotod 2004 Christian - Velvo Väli",foto,train
2081434,Rahvapillitüüpe tutvustavad slaidid ETMM-i näituselt. Sikusarved. värviline diapositiiv.    Rahvapillitüüpe tutvustavad slaidid ETMM-i näituselt,diapositiiv,train
2328044,Sõrmus   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),arheoloogiline leid,train
4126409,"Kostüümikavand lavastusele Iha jalakate all; E. ONeill. Ugala 1989  Kostüümikavand „Iha jalakate all“  Agur, Ingrid kavandid Autor:Eugene O`Neill;Ugala 1989. Lavastaja Kaarin Raid.",kavand/joonis/eskiis,train
3931570,Die Gemäldegalerie des Kunsthistorischen Museums in Wien     A. Üksipi autogramm ja exlibris,raamat,train
1829485,ETMM-i fotolabori töö.  ETMM-i fotolabori töö. Fotograaf Henno Saarne (?).,diapositiiv,train
3942794,"Foto Teater Estonia sõnalavastusest Mehisus, 1948      nööpnõela augud",foto,train
3605991,Kostüümikavand Tseremooniameister                 osatäitjale Estonia teatri lavastusest Neli musketäri,kavand/joonis/eskiis,train
4096086,"Kava, Eesti Helitaide Ühingu 9. kontsert konservatooriumi saalis",kava,train
3459521,"Tallinna Linna Töörahva Saadikute Nõukogude valimised. Rajoonide kandidaadid. Saadikukandidaatide elulood. Svetlankov, Viktor Jossifi p.",plakat,train
2332508,Savinõukillud   Kaevanud M.Mandel 1987.a. Kultuurimaja asemelt,arheoloogiline leid,train
3649620,"Kostüümikavand tegelastele Saatjaskond lavastusele Mont Valerien. M. Kuulberg, Vanemuine 1972",kavand/joonis/eskiis,train
3709427,Foto Georg Ots esineb  kontserdil Leningradi Akadeemilise Kapelli saalis,foto,train
1322298,"Vaimastvere vallavalitsuse pitser   Ostetud Boris Semitkinilt (Tallinn, Kunderi 17-12).   VAIMASTVERE VALLAVALITSUS",pitser/templijäljend,train
2349411,"Käsikirjaline noodikogu: Tšaikovski - Francesca da Rimini, op. 32, orelile",käsikiri,train
3289217,"Alkoholi õnnistus     EESTI SELTS ""ESTONIA"" TEATRI RAAMATUKOGU No 324",raamat,train
3535244,Hukkamõistetute  vandenõu,käsikiri,train
4069248,"""Pilvele"" op.36 meeskoorile a cappella","käsikiri, laul/ vokaalmuusika",train
3435747,Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud esemed/albumid.,foto,train
3360164,"Udu Tallinna kohal, muusika J. Saulski, seade Horre Zeiger   Horre Zeigeri dokumendid, fotod, partituurid, mis on kogutud levimuusika näituse projekti raames. Materjal omab muusikaloolist väärtust. Horre Zeigeri kogu on M 520.  M520:2/105:1 partituur","käsikiri, noodid",train
3901199,"saadud iga aasta lõpus teatrilt 4näidendit:Beckett,Saroyan;Güterloh;London;1987 4näidendit:Beckett,Saroyan;Güterloh;London;1987",plakat,train
3844449,"Kiri, Lepnurm, Hugo - Kirjastus Edition 49 Karlsruhest",kiri,train
2325875,Esemete ktk-d   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),arheoloogiline leid,train
2035014,"Skulptuur ""Apollino"" (ehk ""Medici Apollon"") Uffizi galeriis, Firenzes     Reljeeftempel allservas: 
SOMMER E BEHLES
NAPOLI, Monte di Dio, 4
ROMA, Marie de Fieri, 28",foto,train
3765980,"Eedo Karrisoo, arstitõend, Tallinn",dokument,train
4094528,"Ivo Juuli tšelloõhtud, Tšelloõhtu,  27.12.1966 Tallinna Õpetajate Majas.     Vene keeles.",plakat,train
2859801,Carmen Mikiveri ca 2010 üle antud Mikk Mikiveri fotokogu,foto,train
3448513,Muusikaleht 1924 nr 8,ajakiri,train
2941444,teatri kodukorra projektist,kiri,train
2659770,"Tallinn, Tartu maantee, Tornimäe ja Pääsukese tänavate nurk",fotonegatiiv,train
3127199,"Dekoratsioonikavand lavastusele Häda mõistuse pärast Eesti Draamateatris     ""Häda mõistuse pärast"" IV vaatus",kavand/joonis/eskiis,train
3944111,Kauka Jumal     Heino Vaks Teatriarhiiv,raamat,train
203422,Prelüüd-soprankandlele         Prelüüd-soprankandlele,käsikiri,train
3903943,saadud iga aasta lõpus teatrilt autor:H.Raudsepp;14.05.1988 autor:H.Raudsepp;14.05.1988,plakat,train
1700589,"Plakatikogu 23.juuni 1935 Tõrva Rahvamaja pargis jaani- ja võidutuled, tants, einelaud, rongkäik, linnapea J.Viks'i kõne, 24.juuni 1935 rahvalõbustused, einelaud, muusika 2.orkestrilt, õhtul rahvamaja saalis 3.vaatuseleine näidend, tants  veidi määrdunud ja kortsus",plakat,train
2050497,1456,foto,train
3959825,Postkaart N.Goldschmidt`ile J.Aswelt`ilt,postkaart,train
2821472,Raamat Siin Põhjatähe all I,raamat,train
4088599,portree: Mari Möldre    TB130321,fotonegatiiv,train
1916496,"Foto: Laine Mesikäpp: 1963.a.: I Eesti rahvatantsupidu Laine Mesikäpa dokumendid ja esemed, kostüüm annetatud tema õetütre poolt 2011 -2012",foto,train
2084372,"Reprofoto. ""Orloff"" Ugala 1930.  F. Roosenberg, Johannes Kaljola. Must-valge diapositiiv (pöördnegatiiv)    Diapositiivid Johannes Kaljolast.",diapositiiv,train
3054824,Ilulugemine. 2. trükk,raamat,train
3625349,Kostüümikavand Jeanne osatäitjale Estonia teatri lavastusest Vahemeri kohiseb,kavand/joonis/eskiis,train
3116381,"Keiserliku Peterburi Teaduste Akadeemia pakkide pitser lakk  Õpetatud Eesti Seltsi kogust  ИМПЕРАТОРСКОЙ АКАДЕМIИ НАУКЪ
ПЕЧАТЬ ДЛЯ ПАКЕТОВЪ mõranenud
mõranenud",pitser/templijäljend,train
3818956,Der Geisterseher     O. Aloe autogramm,raamat,train
236912,"Visand Teater Estonia laemaalile: Sõdur püssiga     akvarell, paber; sign. all paremal EK; 1947;44,1x32,1; täisfiguur seismas 1/2 pöördes vasakule",graafika,train
3345841,"Saadikukadidaatide elulood NSV lIidu Ülemnõukogu Rahvuste Nõukogu valimistel 12. märtsil 1950. a. : Kündel, August Frantsu p. Tallinn-Nõmme 354 (vene k.)",väiketrükis,train
1397186,"Tubin, Eduard ja pere fotod CD-l must-valged; fotograafid: Eino ja Erika Tubin",foto,train
3459669,Stalini kõne valimiseelsel koosolekul Moskva valimisringkonnas 9. veebr. 1946,plakat,train
3621396,Kostüümikavand naiskoorile Estonia teatri lavastusest Rahutu õnn,kavand/joonis/eskiis,train
3975570,Telegramm õnnitlustega N.Goldschmidt`ile Generalov`ilt ja Frendenthal`ilt      kortsunud,telegramm,train
3832845,pildil: Teater Estonia hoone taastamine,fotonegatiiv,train
3490150,"Pliiatsivisandid.
     Joonistused aastast 1901. Vareme, 2 puud, portreevisand. Tagaküljel tekst. Ülaservast tükk ära.",kavand/joonis/eskiis,train
234200,"Ajakiri: Les Saisons de la Danse 1986 nr.180-188
Anna Ekston",ajakiri,train
3518411,Kiri Juhan Simmilt Aliide Ungersonile,kiri,train
4280838,"Teater Estonia kiri Kohaliku Tööstuse Ministeeriumile teatrimaja taastusehitustööde kohta 1947      kortsus, põlengu jäljed, rebendid",kiri,train
3350751,Hugo Laur loomaaias,fotonegatiiv,train
3308110,"Eesti NSV Teatriühing: Varia: kodukord, premeerimise eeskiri, korraldused, 1952, 1954     1. Kodukord.
2. Premeerimise eeskiri.
3. Korraldus kunstinõukogu moodustamisest 14.10.1952.
4. Korraldus tööstusettevõtete distsipliinist 16.08.1954.
5. Korraldus inventuuri läbiviimisest 27.09.1954.",dokument,train
3023272,"Arvo Pärt, Universal Editioni reklaamlehed ja kataloogid",paber,train
2322307,Varrasaheliku ktk   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),arheoloogiline leid,train
1285668,"IRL Rahvuslaste Ühendus. Tallinn vajab vajab vahetust! Tallinn vajab Pealinna seadust!   IRL-I annetatud valimismaterjalid (2007. aasta riigikogu valimised, Europarlamendi valimised ja  2009. aasta kohalikud valimised )
 Mõõdud 10*21 cm
 Mõõdud 10*21 cm",väiketrükis,train
1343613,Materjalid saadud Ellen Tarmolt. Lia Tarmo kogusse T563. Endla 1954.,foto,train
3590519,"Foto Estonia teatri sõnalavastusest Side, 1940",foto,train
2746409,8. Eesti Laskurkorpus. Sõjaväelane,fotonegatiiv,train
2142349,"Soololaul ""Matkateedele""   Mart Saare isikukogu M9 märkmed p. pliiatsiga Kaks käsikirja - B-duuris ja G-duuris koltunud, kulunud","käsikiri, laul/ vokaalmuusika",train
2522040,penn    aardeleid metallnõus,münt,train
4118917,"Külalis sümfooniaorkestrid. Ukraina NSV Riikliku sümfooniaorkestri ringreisid, 27.01 kuni 29.01.1955 Eesti kontsert,",plakat,train
3698889,"graafika, R. Steini portree      koltunud, määrdunud, rebendid",graafika,train
2764933,Fotonegatiiv,fotonegatiiv,train
3309753,Kapten A.Sabe      koltunud,joonistus,train
3002928,"Neuf Etudes -Tableaux pour Piano. op.39, nr.6, a-moll     Peeter Süda  mälestuse jäädvustamise ühing",noodid,train
2051449,Tagasiside MUIS.ee portaalist: See on Käru jaam. Lauri oli see jaam 1922 aastani. (Vahur A),foto,train
3833507,"pildil: Teater Estonia näilejad esinevad kolhoosis, Vootele Veikat",fotonegatiiv,train
3253845,"Kiri Gunnar Buchtile Stockholmi, inglise keeles, masinakirjas

   Endel Lippuse ja Virve Lippuse arhiiv M 169, mõned materjalid Urve Lippusest M 131 03:07",kiri,train
3625959,"Raimonda, Teater Estonia, 1957, osades: Raimonda – Aime Leis",fotonegatiiv,train
2763782,ENSV TA Ajaloomuuseumi ekspositsioon. Suur Isamaasõda. Stalinistlik ülesehitustöö (valimised).,fotonegatiiv,train
2825378,Tallinna Vanalinna Päevad - käsitöölaat Raekoja platsil ja Vanaturu kaelas,fotonegatiiv,train
2353223,"Medal     Spordiühing ""Jõud""",medal,train
3358428,"Horre Zeiger Bigbandi 45. aastapäeva esinemiskava Tallinna Õpetajate Majas   Horre Zeigeri dokumendid, fotod, partituurid, mis on kogutud levimuusika näituse projekti raames. Materjal omab muusikaloolist väärtust. Horre Zeigeri kogu on M 520.  M520:1/10:41",kava,train
3907123,"Kava, Lepnurm, Hugo - Loeng-kontsert",kava,train
2351241,Medal     Tammsaare,medal,train
2330858,Hoburaudsõlg   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),arheoloogiline leid,train
1638538,"Olav Rootsi personaalkogu üle antud Eesti Teatri- ja Muusikamuuseumile op.2
Leipzig, 1928
4lk.",noodid,train
4170057,"""Lumiöine muinasmaa"" (""Minu mureöö"")  meeskoorile a cappella","käsikiri, laul/ vokaalmuusika",train
1888599,Öölaul   Teatri- ja Muusikamuuseumi arhiivraamatukogu: raamatud ja noodid  Omandanud K. Türnpu nimelise auhinna 1936.a.,noodid,train
3632594,"Doktor Aibolit, Teater Estonia, 1950, osades: Tanja – Ia Eberlein, Vanja – Hilja Liiv",fotonegatiiv,train
2186335,"Kava: Non-stop: Zenon Brodowicz: Eesti Riiklik Noorsooteater: Silvia Laidla: 1979: Rootsi ringreis Näitleja Silvia Laidla isikukogu (dokumendid, fotod, esemed)",kava,train
2329809,Naast   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),arheoloogiline leid,train
2077265,"Tallinn, Vanalinn, Viru tänav     Ivar Vilde",fotonegatiiv,train
4119923,"""Suverõõm"" segakoorile a cappella","käsikiri, laul/ vokaalmuusika",train
201955,"""Sõõrumäel"" akordionile         Sõõrumäel akordionile",käsikiri,train
2820878,Haapsalu Meeslaulu Ühingu vaimulik kontsert,kava,train
2743394,"Ajaloomuuseumi näitus""Eesti töörahva võitlus kodanluse vastu 1920-40"" (1947)      AM D 149:4/10
Näituse ""Eesti töörahva võitlus kodanluse vastu 1920-40"" eksponaatide loetelu; näituse ""V. I. Lenini ja S. V. Stalini elu ja tegevus""eksponaatide loetelu ning juhttekst ja kirjavahetus nimetatud näituse küsimuses.",fotonegatiiv,train
1548551,"Printsess pesuneiu ehk Hans Tahmanäo abiga  Wolzogen, Ernst:näidend: Kirjutamata leht Arhiivraamatukogu trükised ehk Taltsutamata Miralda
Tõlge: W.Waldeko, V.Endla
S-Peterburg, 1905
käsikiri
 Draamateatri Seltsi raamatukogu",käsikiri,train
207220,"""Sospirando"" kontsertpala akordionile         Sospirando -kontsertpala akordionile","käsikiri, muusikateos",train
2313548,Harpuun   Leitud mergli lademest. Saadud 1896-1907.a.,arheoloogiline leid,train
4086604,"Pipi Pikksukk, Teater Estonia, 1969, pildil: stseen etendusest    TB130321",fotonegatiiv,train
3671061,"Kuressaare Linnateatri lavastuste fotod 1999-2016. Üle andnud 2017. aastal Ene Pärtel, Kuressaare Linnateater.",digitaalne kujutis,train
2316647,"Eseme ktk-d suurema noa tera 4,3 cm pikkune jupp.  Kaevanud A. Friedenthal 1934-35.a.",arheoloogiline leid,train
2319265,Helmes   Saadud Mati Mandeli juhatatud kaevamistel 1983-1985.a. (I kaevand),arheoloogiline leid,train
223010,"saadud iga-aastaselt muusikaorganisatsioonidelt 6.03.1988 Estonia Kontserdisaal. Esinevad keelpilli, puhkpilli, klaveri eriala õpilased ja sümfooniaorkester. 6.03.1988 Estonia Kontserdisaal. Esinevad keelpilli, puhkpilli, klaveri eriala õpilased ja sümfooniaorkester. murdejooned",plakat,train
3766435,"Mare Leet, kiri, Mare Leedile Elin Toonalt, 21.07.1984",kiri,train
3342764,"Kava, Karl Leichter, Kammerorkester",kava,train
2159156,Eesti Helikunsti Keskus New Yorgis: Maret Pank - Kirjad J. Kurmanile 1950ndad kuni 1990ndad.   Maret Pank- Kirjad J.Kurmanileaastatel 1950-ndad- 1990 ndad Juta Kurmani poolt kogutud Eesti Helikunsti Keskuse New Yorgis arhiiv.,kiri,train
2454975,Väike-Ameerika elumajad     Foto kleebitud albumilehele. Foto all kirjed valge värviga.,foto,train
3380352,AS Elegantsi tegevus ja sündmused. Agfa  Majandusmuuseumi esemete üleandmine AM põhikogusse sesoes likvideerimisega.,foto,train
3771496,"Kava, Klas, Eri - Soome Sümfooniakontsert",kava,train
3756499,"Foto, Eller, Heino, Lina Cavalieri",foto,train
3394082,Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud albumid.,foto,train
2617656,"Suur promenaad Tagalahe ääres, vasakul rannakohvik ""Trinkhalle"" lakitud    Tagaküljel tindikirjed. Postitemplil kuupäev ""29.5.12""",postkaart,train
3389216,Kiri Edmar Kuusile   Edmar Kuusi ja Lensi Römmeri materjalid,kiri,train
4123167,Sümfoonia nr. 1 a-moll II osa. Klaviir,käsikiri,train
3197014,Ugala teatri lavastuste digifotod 2007. ja 2012. aastast. Fotograaf Jaanus Laagriküll,digitaalne kujutis,train
3300698,Rõngus,joonistus,train
3058990,"Kiri, Karl Leinus, Harri Malmilt",kiri,train
3851470,"Kiri, Sõrmus, Eduard, Virginia Sõrmuselt E.Toomarule",kiri,train
