id,text_features,type
2427114,"Raamat: Jakob Mändmets, Kogutud teosed I, Eesti Kirjastuste Selts, Tartu 1928",raamat
2263624,"Rolf Uusvälja personaalne noodikogu ostetud Kultuuriministeeriumi vahendusel Els Himmalt 2012 aastal.
Üleandmise ja vastuvõtmise akt 20.12.2012",noodid
3774145,"Ebapeig, Teater Estonia, 1954, pildil: Hilja Liire",fotonegatiiv
2295792,"M328, Rolf Uusvälja noodikogu. Üle antud Eesti Teatri- ja Muusikamuuseumile Els Himma poolt",noodid
396883,"Kohalike elanike elu-olu. Eesti Ajaloomuuseumi ekspeditsioon Kaug-Idas Vladivostoki lähedal Liflandia külas elavate eestlaste juurde 13.-21.06.1984.a.    Kohalike elanike elu-olu. Originaal. Mõõdud: 2,4x3,6 cm. Materjal: atsetaatfilm.
 Leitud kolimistööde käigus Eesti Ajaloomuusemist.",fotonegatiiv
3252779,Ferdinand Veike T 467 T467:1/8:29,kiri
4021500,"graafika, TÜ professor dr. C.Christian Ulmann. Portree",graafika
4203134,Neli koraaliteemalist lühipala tšellole. Nimekiri kommentaarides,käsikiri
2013355,Näitleja Jaanus Orgulase lese Aino Orgulase poolt muuseumile üle antud 2011. a. Paigutatakse Jaanus Orgulase isikukogusse T644.,foto
3490183,Kiri Näitlejate liidu keskjuhatuselt,kiri
3412945,VAT Teatri etendustest digifotod 2000,digitaalne kujutis
2048563,Vaade Väike-Maarja Maarja kirikule     Wäike-Maarja,"foto, postkaart"
2337579,"Linik Pesuriie    Kaunistatud põimpilutikandiga, ääristatud fileetehnikas pitsiga. Määrdunud.",lina/linik
2622771,"Raamat: Laht, Uno, Selle suve värsid, LR nr. 39, Tallinn 1960",raamat
3934594,"Plakat, mängukava: 4-25.12. Rakvere teater, 1966     Värvilt roheline",plakat
3082553,"Kava,Karl Leinus, Koorijuhtide segakoor, VOP ja viiuldajad",kava
2659072,"Tallinn, Pirita tee. Maarjamäe loss ja värav.",fotonegatiiv
3511957,"Kava, Franz Erika, Mstislav Rostropovitši tšellokontsert",kava
2073045,Suurturg      äärtes hõbepeegel,fotonegatiiv
2704508,"Tallinn, Kesklinn, vabaduse väljak (pildistamise ajal Võidu väljak). Vaade Kaarli kiriku suunas",fotonegatiiv
3518465,Kiri Aliide Ungersonilt Juhan Simmile,kiri
2777933,"Talupere Vigalast, pildistatud maja ees     20. saj. algus",fotonegatiiv
3838431,"Portree, Sõrmus,Eduard, Ed.Sõrmusest(ajalehe väljalõige). Autoriks Alfred Frank",ajaleht
3832646,"Hamlet, Teater Estonia, 1945, osades: Hamlet – Kaarel Karm, Horatio – Felix Moor",fotonegatiiv
4299188,"Jevgeni Onegin, Teater Estonia, 1986, osades: Jevgeni Onegin - Väino Puura, Tatjana - Sirje Puura    TB200222",fotonegatiiv
3736447,Võitleja näitlejate auliikmete nimekiri. 1905. Heino Vaksa kogu,dokument
197585,"Nukunäidend ""Punamütsike"", partituur     Punamütsike","käsikiri, muusikateos"
3381742,Pärnu Kaubandusvalitsuse A/Ü punanurga töö 1973.a. Laste kevadpäevad.   Majandusajaloo Muuseumi likvideerimiskomisjoni poolt üleantud asjad.,foto
3902369,"Kiri Leo Kalmetile     O. Aloe,N. Anrdesen, Carl J. Brinkman, L. Kirepe, L. Krigul,K. Kõive, A. Luming, V. Motõlovski Kaunasest; V. Panso, P. Rummo,  A. Suumann,I. Zubenas Schiaulaist, O. Utt; H. Visnapuu, A. Üksip; loetamatu allkirjaga Kaunasest ja Pariisist 1924 -1971  O. Aloe,N. Anrdesen, Carl J. Brinkman, L. Kirepe, L. Krigul,K. Kõive, A. Luming, V. Motõlovski Kaunasest; V. Panso, P. Rummo,  A. Suumann,I. Zubenas Schiaulaist, O. Utt; H. Visnapuu, A. Üksip; loetamatu allkirjaga Kaunasest ja Pariisist 1924 -1971",kiri
3478549,"Peeter I Narvas      määrdunud, paremal nurgal niiskuseplekke",graafika
3188826,Tööliste-talupoegade Punaarmee revolutsioonilise polgu 2. roodu pitser     2 рота революционного полка рабоче-крецтьянской красной армии Korras,pitser/templijäljend
3664864,"Kostüümikavand tegelastele Meeskooris lavastusele Raudne kodu. E. Tamberg, Vanemuine 1967",kavand/joonis/eskiis
254860,"Leo Kalmeti tõend  Kalmet, Leo dokumendid:tõendid",dokument
3378515,Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud albumid.,foto
3663526,Kostüümikavand Mironets osatäitjale Pärnu teatri lavastusest Pihtimuste öö,kavand/joonis/eskiis
3373307,"Foto, Karl Leichter, Prossa järve ääres",foto
3913141,"Leo Kalmeti kogutud Paul Sepa küsitlusankeet    tunnistus, küsitlusankket, kavalehed tunnistus, küsitlusankket, kavalehed",dokument
3177234,Tartu Kommunistliku Revolutsioonilise Komitee pitsat     КОММУНИСТИЧЕСКЙ РЕВОЛУЦЕОННЫЙ КОМИТЕТ ГОР. ЮРЬЕВ Kulunud,pitsat
1618425,"Noot:käsikiri:hääled: Lecocq,Alexandre Charles: Giroflè-Girofla: koomiline ooper   Leitud Uue tn. maja nr.20 renoveerimise käigus 1980, muuseumis avastusfond soolo- ja koorihääled, partituur või klaviir puudub
Noodikirjutaja käsikiri, Reval,1898; esietendus 1874;142 lk.
 suur formaat, pikilik, musta tindiga noodikirjutaja käsikiri, sõnad gooti šriftis määrdunud, rebendid",noodid
3713423,"Lembit Avesson (1925-2008) - organist, koorijuht, helilooja, muusikapedagoog ning muusikakriitik. Tema mahukas vaimulik helilooming ning pikaaegne tegevus Toronto Vana-Andrese kiriku organistina andis suure panuse Kanada (eestlaste) muusikaellu.
Lembit Avessoni materjalid saatis diplomaatilise posti teel muuseumisse Piret Noorhani Torontost Väliseesti Muuseumist. VEMUsse viis Virve Avessonilt saadud materjali Asta Ballstadt 22. juunil 2016. M518:1/5:28",kava
3134219,Kullaketrajad,käsikiri
3834091,"Foto Mosfilmi filmi 19. komitee filmimisel Kongos, Voldemar Panso   Saadud muuseumile kogumisretkelt Pansode maja pööningule 2017-2018 T170:2/17:26
  veidi kaardus , veidi kaardus",foto
2594464,Teateleht: Rahvapillimehed: Torupill: Jakob Kilström: 24.03.1938   Rahvapillimehed Mo238,dokument
2860550,"graafika, Vaade Viru väravale Tallinnas   l  Die Lehmpforte zu Reval",graafika
3451249,"A. Kaarna, Memmepojad, Võru Kannel, 1940, Mari - Agate Hiielo, Paap - Vaadu Lember, August - Arno Lauring, Vanaperenaine -  Ira Ajango, Pilvi-Rutt - Herta Lember    531679_ETMM_11047_000_0T_000596_001_003_054_ft_mc	Ljuba  Aller, portreefoto Tallinnfilmi, Mis juhtus Andres Lapeteusiga, proovivõtetel",foto
3414121,Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud albumid.,foto
3278782,"Postkaart, Karl Leichter, Tuui Koortilt",postkaart
3202101,Narva-Jõesuu abikiriku kiriku pitser     Ев-лют фил ц Св Николая въ Гунгербургь per aspera ad astra Korras,pitser/templijäljend
3911743,Leo Kalmeti plakatid esinemiste kohta,plakat
2574455,"Kolm fragmenti balletist Tiina   Eesti Teatri- ja Muusikamuuseumile  Enno Arula poolt üle antud puhkpilliorkestri dirigendi Ants Niidu noodikogu Orkestreerinud Rein Ploom,
A. Niidu noodikogu tempel",noodid
3685404,"Kostüümikavand tegelastele Toatüdrukud lavastusele Maskeraad Ungrus. Liives, Kõrver, Estonia 1988",kavand/joonis/eskiis
2322125,Savinõukillud   Saadud Mati Mandeli juhatatud kaevamistel 1979.a.,arheoloogiline leid
3027793,Olga Mikk-Krulli 25. aastase lava- ja muusikategevuse tähistamiseks. Juubilari lavafotodega.,plakat
3694489,"Puppentheater II, Die Zaubergeige, Die drei Wünsche     Otto Aloe autogramm",raamat
3335501,fotod saadud VAT Teatrilt,digitaalne kujutis
3371564,"graafika, Louis XVI lahkumine perekonnast      määrdunud, kergelt koltunud, laikudega, all servas rebendid",graafika
4250551,"""Kuldrannale mõeldes..."" neljale viiulile. Lõpetamata partituur",käsikiri
3266449,"graafika, Talv. 1960",graafika
2803233,ENSV TA Ajaloomuuseumi ekspositsioon. Suur Isamaasõda. Nõukogude tagalas (stend 20).,fotonegatiiv
4028873,Teater Ugala lavastuste digifotod 2015 - 2019,digitaalne kujutis
2396607,Tallinna 2. Keskkooli abituriendid küpsuseksamil 1945.a.,foto
3852277,"foto, Hageri näitekursus, stseen lavastusest Libahunt, 1933, juhendaja Heino Vaks     III vaatus",foto
4028789,Teater Ugala lavastuste digifotod 2015 - 2019,digitaalne kujutis
2046077,Portree: C. Stender     Visiit-formaat,foto
2327029,Naast   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),arheoloogiline leid
203383,"""Kingsepa polka"" meeskvartetile klaverisaatega         Kingsepa polka            meeskvartetile","käsikiri, laul/ vokaalmuusika"
2045490,ENSV-s visiidil viibiv Tšehhoslovakkia Sotsialistliku Vabariigi valitsuse esimees Lubomir Strougal koos saatjatega Vabaõhumuuseumis. Tantsuetendus.     Viktor Simmi pärandist. Üleandja: Krista Roosi.,foto
3250942,Alo Mattiisen. Tartu levimuusikapäevad '87   Tartu Levimuusikapäevade fotode ja dokumentide vastuvõtt Mo 316 kogusse. Vastuvõetav materjal omab kultuuri- ja muusikaloolist väärtust. 07:04,foto
3275680,"Die Onkelei, Der Blitz     ENSV Riikliik Avalik Raamatukogu",raamat
2231023,"Õnnitluskaart: Teatrite Valitsus, Einari Koppel   Eks nüüd või ju öelda, et jalad põhjas! Hurraa! Edu ja jaksu! Teatrite Valitsus",postkaart
3008642,"Käsikiri,Heino Elleri kogutud klaveriteosed,IV osa-üksikpalad,koostanud Mart Humal",käsikiri
3399152,Foto etendusest Abikaasa   Edmar Kuusi ja Lensi Römmeri materjalid,foto
3839628,"Kleit     Kleit, sinise-musta kirjust atlass-siidist, lühikeste varrukatega, kolmnurkse kaelusega. Kaelus kaunistatud pärltikandiga",kleit
2491598,Foto Saare-Lääne prefekt Johann Kokla fotoalbumi F32999 sisulehtedelt,foto
4103185,"Foto Teater Estonia balletilavastusest Carmen, 1969",foto
2658382,"Tallinn, Vanalinn, Raekoja plats. Matkamaja (Hopneri maja) sisehoov ja sisevaated.",fotonegatiiv
3480846,"Kava, Franz Erika, Õpilaste õhtu Konservatooriumis",kava
1608072,"Ao Peebu ja Kersti Neeme materjalid, üle antud tütre Mari-Leen Peebu poolt.",dokument
4086230,"Traviata, Teater Vanemuine, 1940, osades: Violetta - Tooni Kroon, Alfred - Rudolf Alari    TB130321",fotonegatiiv
3537510,Kutsekaart Juhan Simmile,kutse
2764668,Fotonegatiiv,fotonegatiiv
3250975,"Ansambel Modern Fox, Urmas Kõiv. Tartu levimuusikapäevad '87 kontsert Vanemuise kontserdisaalis   Tartu Levimuusikapäevade fotode ja dokumentide vastuvõtt Mo 316 kogusse. Vastuvõetav materjal omab kultuuri- ja muusikaloolist väärtust. 07:37",foto
3485543,"Kostüümikavand tegelasele Komtuuri vahtkond, Don Juani moosekandid. Mozart, Don Juan, Estonia 1951",kavand/joonis/eskiis
2334954,käevõru   1-27 Uugla kalme leiud 2006 aastast. Ülejäänud 2007. aastast. Kaevamiste juhataja M. Mandel,arheoloogiline leid
2313010,Sõlenupp   Kaevanud A. Spronkseckelsen 1908.a.,arheoloogiline leid
3329011,"Carmen, Estonia, 1921   Ajaloomuuseum andis Parikase Klaasnegatiivid Teatri- ja Muusikamuuseumile üle 10.11.1948",fotonegatiiv
3366333,Pärnu Kaubandusvalitsus. Lastehommikud ca 1970.a. Näärid.   Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud albumid.,foto
3538099,"VAT teatri digifotod aastatest 2011-2017 Alusteose autor: Meelis Põdersoo, Martin Kõiv; lavateksti autor: Christian Aun, kunstnik Pille Kose.  20.10.2014 Rahvusraamatukogu Tornisaal.",digitaalne kujutis
4116794,"Plakat, Estonia.
Tallinna Koreograafiakooli XIX lennu lõpetajate diplomietendus, Eugen Kapp Kullaketrajad, ballett 2 vaat. 6., 10. ja 19.06.1976     tüüp-afišš,",plakat
2270650,"Rolf Uusvälja personaalne noodikogu ostetud Kultuuriministeeriumi vahendusel Els Himmalt 2012 aastal.
Üleandmise ja vastuvõtmise akt 20.12.2012",noodid
3283196,Sperling und Sperber     Revaler Deutscher  Theater-Verein,raamat
3534199,"Kostüümikavand tegelasele Sandarmi polkovnik lavastuses Pühajärv. G. Ernesaks, Estonia 1946",kavand/joonis/eskiis
3990852,"Полное собрание сочинений Генрика Ибсена, Том 3 книга13     Eesti Selts Estonia teatri raamatukogu kaas lahti",raamat
2824560,"Kava,Sümfooniakontsert,Glinka
150, dir.S.Prohhorov,1954",kava
2078284,"Tekstiilikäitis ""Punane Koit"", naistöölisi",fotonegatiiv
2076717,Vaade merele     stereonegatiiv,fotonegatiiv
4106650,"Foto Teater Estonia ooperilavastusest Müüdud mõrsja, 1983",foto
4087104,Kammerorkester. 14.03.1964 Viljandis.     Vene keeles.,plakat
3260880,SA NUKU 2015. aasta uuslavastuste digifotod.,digitaalne kujutis
3384946,"Ilmar Tammuri kogu. Protokollid, Draamateateri näitlejatega toimunud kvalifikatsioonialased vestlused",dokument
3988169,Ainus     Eesti Selts Estonia teatri raamatukogu,raamat
3382571,Foto laulu- ja mänguetendusest Jaaniöö     Martin Villigi foto,foto
3525078,"T412 Kustav-Agu Püümani teatrikavandid, arhiivmaterjalid, fotod T412:2/74:4",kavand/joonis/eskiis
3943280,Pireuse kreeka trgöödia teatri esinemiskava NSVL.s 1963-64 hooaeg      määrdunud,kava
2852326,Eesti Posti ja Eesti Teatri- ja Muusikamuuseumi koostöös valmisid 2014. aasta suvel kaks EUROPA - Rahvapillide kirjamarki - 1 € väärtuses lõõtspilli kujutisega mark ja 1 € väärtuses väikekandle kujutisega mark.,väiketrükis
3674014,"Kava, Artur Kapi 100. sünniaastapäevale pühendatud kontsert",kava
4295959,"Traviata, Teater Estonia, 1963, osades: Violetta - Marja Eskola, Alfredo - Viktor Gurjev    TB020322",fotonegatiiv
2939716,"Foto,Kobranahka kasukas, Teater Estonia      tagaküljel liimijäljed",foto
2752862,"Kostüümikavand Mõisapoiss, Kevade, Draamateater",kavand/joonis/eskiis
3206688,Kiri Anu ja Andres Rennitilt,kiri
4078827,"Plakat, Apollo teater. Etendus Tallinna neiud ja neegri poisid. Divertissement. 1920 koltunud valge    Apollo teater. ""Tallinna neiud ja neegri poisid"", Joh. Üksi naljamäng 2-hes vaatuses. Divertissement. 6.,7. ja 8. märtsil 1920",plakat
4146002,"""Vanaisa valss"" tšellole ja klaverile","käsikiri, muusikateos"
4269029,"Teater Estonia tegelaskonna ettepanekud teatri kodukorra komisjonile      rebendid, tahma kahjustus",dokument
3413249,VAT Teatri etendustest digifotod 2008,digitaalne kujutis
234104,"Kataloog: Ballets Russes De Diaghilew 1909 - 1929, Exposition organisee par Serge Lifar,  Paris 1939,
Anna Ekston",väiketrükis
3123652,Parvepoisid     Kunstide Valitsus,käsikiri
2034252,Vedur.,foto
3638723,"Kiri, Eller, Heino, Mart Humal Ellu Ellerile",kiri
2159371,"Viru-Jaagupi kooli kivide kogu   Saadud Ajaloomuuseumi fotokoguhoidja Viivi Glassi tööpärandist. Täpsem päritolu teadmata, kui pole museaali legendis teisiti märgitud.     fotokujutise sulfuratsioon",foto
2781103,Raamat Kalevi poeg. Eesti ennemuistne jutt kahekümnes laulus,raamat
3839951,"Kauka jumal, Teater Estonia, 1953, osades: Mogri Märt – Endel Simmermann, Anu – Veera Luur",fotonegatiiv
3175654,"Kava,Eduard Visnapuu, Aleksander Läte 80 kontsert-aktus",kava
3131479,"Filmimuuseumile (fotod ja dokumendid) Foto filmist- 26,5x21 cm. Vana mees ja väike neiu istuvad.",foto
2049330,NSVL Ülemnõukogu valimiseelsed koosolekud     Foto on kleebitud albumilehele.,foto
3944146,"Foto Teater Estonia sõnalavastusest Lõvi linnaväljakul, 1948      liimijäljed",foto
2256573,"Noot: trükis,Margittay Sandor,  Historia Organoediae, II, Editio Musica, Budapest, 1976 Rolf Uusvälja personaalne noodikogu ostetud Kultuuriministeeriumi vahendusel Els Himmalt 2012 aastal.
Üleandmise ja vastuvõtmise akt 20.12.2012",noodid
2467259,"Raamat: Renee  Erdös, Helisev koidik, LkR nr. 79, K/Ü Loodus, Tartu 1935",raamat
3393827,Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud albumid.,foto
4118884,"Külalis tantsuansamblite (laulu ja tantsuansamblite) kontserdid. Riiklik ansambel Mariel, 18.12.1970 Eesti kontsert.",plakat
3638465,"Kiri, Eller, Heino, Mart Humalalt Ellu Ellerile",kiri
3109192,"Käsikiri, Eduard Visnapuu, artikkel Muusikaküsimused",käsikiri
3536983,"Kostüümikavand tegelasele Külalised lavastuses Jevgeni Onegin. Tšaikovski, Estonia 1949",kavand/joonis/eskiis
1711392,"XVIII üldlaulupidu. Veljo Tormis ja Lea Tormis. 19-20.07.1975. Fotograaf: Valdur Vahi. Värviline diapositiiv.
 värviline diapositiiv  Oskar Vihandi slaidid. 1975. a. üldlaulupidu. 1634",diapositiiv
3212504,Initsiaalpitser     V. G. Osaliselt purunenud,pitser/templijäljend
3337960,Saadud endise Estonia balletitantsija Jevgeni Basihhini ( 26.04.1951- 12.2016) pärandvara hulgast. Foto albumist,foto
3146778,"Nilmann'i pitser initsiaalidega:""ABN"" lakk  Õpetatud Eesti Seltsi kogust   Mõranenud",pitser/templijäljend
3149885,Kostüümikavand tegelasele Poiss sinisetriibulise särgi ja siniste lühikeste pükstega lavastuses Timur ja tema meeskond ENSV Riiklikus Noorsooteatris     A. Saldre 1947,kavand/joonis/eskiis
4029324,Teater Ugala lavastuste digifotod 2015 - 2019,digitaalne kujutis
3629351,"III Üleliiduline pianistide konkurss, Estonia kontserdisaal, 1969, pildil: Valida Muradova – töötab Bakuu Konservatooriumis konservatooriumis",fotonegatiiv
2049817,Kokkuvõtteid korpuse lahingteest     Foto on kleebitud albumilehele.,foto
2834396,Kirjad C. Kreegile Evald Laanenbek'ilt (Laanpere),postkaart
4259484,"Käsikiri, Verlin, Lembit - Kevade ootel , sõn. O. Roots, naiskoorile",käsikiri
2317307,Savinõukild Vt. nr. 265:12.  Kaevanud A. Spronkseckelsen 1912-1914.a. mõisamaalt kivikirstkalmest,arheoloogiline leid
2221034,"Eesti rahvariided     allservas trükikirje: ""Eesti""","foto, postkaart"
2078847,"Tallinna reid      Hõbepeegel, lainetab",fotonegatiiv
3230322,Tervitused ja õnnetlused  a.1905-1917 Aino Tammele.,postkaart
2621718,"Raamat: Karinthy, Frigyes, Palun, härra õpetaja!, LR nr14, Tallinn 1960",raamat
3337450,"H. Visnapuu artiklid ""Andestamatu puudutus"", ""Esivanemateta kaunishinged"", ""Rahvalooming ja tänapäeva kunst"", ""Lõppsõna V.Mettusele"", ""Dramaatilise teose loomise saladusist"", vabaõhulavastustest teateid ja arvustusi (""Killapidu"", ""Tõivupüha""), V. Mettuse artikkel ""Teatrivallast"", K.Eh. ""Suviseid kirjanduslikke ääremärkusi"", V. Mettus ""Kiri Henrik Visnapuule"", Mos Kiito ""Läti Henrikud""",ajaleht
3192625,Ветер пепел с Олимпа принес,käsikiri
2315729,"Ripats ruudukujulise raamiga, mille igas nurgas on kahekordne aas; kolmes nurgas lahtised aasad, ühes kinnine; tagaküljel 2 kinnitusaasa ja neid läbistav valamisest tekkinud soon.  Kaevanud A. Friedenthal 1929-30.a.",arheoloogiline leid
2338829,"Foto, Peeter Süda, August Topman, Mart Saar, Raimund Kull ja Juhan Aavik Estonias",foto
214670,16.mai-16.juuni 1991 16.mai-16.juuni 1991,plakat
3760689,Kostüümikavand tegelasele Kontrolör lavastusele Iidamast ja Aadamast. Vanemuine 1967,kavand/joonis/eskiis
2332306,Ese   Kaevanud M.Mandel 1987.a. Kultuurimaja asemelt,arheoloogiline leid
232223,1976 1976,käsikiri
3026482,"Foto, Havai lill, Teater Estonia",foto
3194536,"Dokument, Karl Leichter, Heliloojate Liidu tööplaan 1971",dokument
3909863,Leo Kalmetiga seotud kavad ja hooajabrošüürid    1917 - 1943 1917 - 1943,kava
3616378,"Kostüümikavand Irina osatäitjale Estonia teatri lavastusest Kolm õde; Tšehhov, 1947",kavand/joonis/eskiis
4299184,"Jevgeni Onegin, Teater Estonia, 1986, osades: Tatjana - Sirje Puura    TB200222",fotonegatiiv
2662675,"Pärnu masinatehase soome sauna ahju ja veepaagi reklaamvoldikud   Esemed on saadud Tallinnast Mustamäelt pärandvara hulgast. Korter kuulus Maido Limbakule (1934-2000), kes töötas omal ajal  ENSV Riikliku Ajaloomuuseumi filiaali ""Tööliste Kelder"" juhatajana.
D tähist kandvad pitsatid on üle antud 1953. aastal ERMi  poolt (väljaandeakt nr 139; 08.01.53). Miks ja kuidas on need eraisiku kätte sattunud, pole teada. 2 tk, eesti ja vene k. Mõõdud 20,5x7,2 cm.",väiketrükis
2512876,"denaar    mündiaare Dbg. 1017; Klein 1989, 88-94",münt
396882,"Küla kalmistu. Eesti Ajaloomuuseumi ekspeditsioon Kaug-Idas Vladivostoki lähedal Liflandia külas elavate eestlaste juurde 13.-21.06.1984.a.    Küla kalmistu. Originaal. Mõõdud: 2,4x3,6 cm. Materjal: atsetaatfilm. Leitud kolimistööde käigus Eesti Ajaloomuusemist.",fotonegatiiv
3437814,"Postkaart, Franz Erika, Tervitused Kostjalt",postkaart
4045644,"Plakat, Kontsert. Estonia. 30.11.1968 Kundas     Värvilt valge, korras.  30. november Kundas.",plakat
3390219,"Kostüümikavand, Perekonnaseisu ametnik ja abi. Madame Butterfly, Estonia 1945     sm. T. Puks, Kuusemets",kavand/joonis/eskiis
1768104,iluplakat eesti ja vene keeles  rebend,plakat
2155729,"Foto (negatiiv). XVII Teatrikuu teatriball. Võru ""Kandle"" kultuurimaja. Esinemas ansambel Fix, solist Silvi Vrait. Foto Elmar Köster. Must-valge negatiiv",fotonegatiiv
2159214,Eesti Helikunsti Keskus New Yorgis: Maret Pank - Kirjad J. Kurmanile 1950ndad kuni 1990ndad.   Maret Pank- Kirjad J.Kurmanileaastatel 1950-ndad- 1990 ndad Juta Kurmani poolt kogutud Eesti Helikunsti Keskuse New Yorgis arhiiv.,kiri
3249289,"Käsikiri, Leichter Karl, Leongu konspekt -Retsitatiivstiil",käsikiri
2107585,Tartu kubermangu gümnaasiumi pitser paberile trükitud  Õpetatud Eesti Seltsi kogust    mõranenud,pitser/templijäljend
3616487,"Kostüümikavand Soja osatäitjale Estonia teatri lavastusest Proua minister; Nušitš, 1948",kavand/joonis/eskiis
2538676,"Filmi ""Indrek"" võtted   Täiendus aktile nr 2013:7395 (15.08.2013). Osaliselt säilinud negatiivikogu Tallinnfilmi fotoarhiivist - kahe filmi kajastused: ""Indrek"", ""Ohtlikud mängud"".",fotonegatiiv
3628118,"Kiri, Eugen Kapile Jossif Kellerilt (ümbrikuga)",kiri
2321061,Savinõukillud   Kaevanud M.Mandel 1976-80.a.,arheoloogiline leid
2869702,"Kava,Sümfooniakontsert,dir
R.Matsov,1963,Kavas Mozart",kava
3901262,Eduard Tubina kiri Raimond Sepale,kiri
2756355,"Kostüümikavand Cyrano de Bergerac, tegelane Le Bret",kavand/joonis/eskiis
2034056,Nõukogude Liidu marssal. Foto kleebitud pappalusele.,foto
4148811,"Plakat, Eesti pianistid: Lauri Väinmaa, klaver. Ludvig van Beethoven 1770-1827. 32 klaverisonaati 16.12.1993-07.06.1994 Eesti Kontsert.    saadud iga-aastaselt muusikaorganisatsioonidelt Ludvig van Beethoven 1770-1827. 32 klaverisonaati  16.12.1993-07.06.1994 (Eesti Kontsert). Lauri Väinmaa esituses. Ludvig van Beethoven 1770-1827. 32 klaverisonaati  16.12.1993-07.06.1994 (Eesti Kontsert). Lauri Väinmaa esituses.",plakat
4311987,"A: Heinaveol, sõnad A. Promat, I. Uudelepp
B: Polka, G. Ots, sõnad R. Parve",helisalvestis
2079427,Soo tänav - lõik Kalju ja Graniidi tänava vahel.     Ivar Vilde,fotonegatiiv
2314786,Aknaklaasikild   Kaevanud M.Mandel 1977.a.,arheoloogiline leid
2765164,Fotonegatiiv,fotonegatiiv
3300115,"Estonia näitlejad, ca 1912-1914,ülalt - August Blaubrik, Alfred Sällik, Gustav Avesson ja Benno Hansen   Ajaloomuuseum andis Parikase Klaasnegatiivid Teatri- ja Muusikamuuseumile üle 10.11.1948",fotonegatiiv
3649463,"Kostüümikavand tegelasele Tenorio lavastusele Mees La Manchast. M. Leigh, Pärnu teater 1971",kavand/joonis/eskiis
3033090,"Aino Tamm, katkend kirjast kodustele",kiri
2965632,"graafika, Pulmaliste kojusõit kirikust. Sarjast: Iseloomustavaid stseene Eesti- ja Liivimaa talurahva elust; Die Heimfahrt aus der Kirche     Die Heimfahrt aus der Kirche",graafika
3986818,Ööpik ja õetütar     Eesti Selts Estonia teatri raamatukogu,väiketrükis
2743265,Fotonegatiiv,fotonegatiiv
3512140,"Kostüümikavand tegelasele Mašenka lavastuses Pähklipureja, P. Tšaikovski. Estonia 1952",kavand/joonis/eskiis
4202292,Toccata F-duur orelile,"käsikiri, muusikateos"
2023719,Toccata ja Fuga   Teatri- ja Muusikamuuseumi arhiivraamatukogu  EKHS tempel,noodid
2827385,"Näitus ""Johann Burchardt - Mon Faible""",fotonegatiiv
3701017,"Kostüümikavand tegelasele naine lavastusele Nõmmekingsepad. Teostamata   Saadud Meeri Särelt ei jõudnud lavale,daterrimata;aut.A.Kivi; kostüümikavandid ei jõudnud lavale,dateerimata;aut.A.Kivi; kostüümikavandid",kavand/joonis/eskiis
3611751,2018. aasta oktoobris New Yorgis välitöödel kogutud teatriteadlase Mardi Valgemäe ja tema perekonna arhiivmaterjalid. Koguja muuseumi peavarahoidja Ann Aaresild. Projekti rahastas Rahvuskaaslaste programm.  ETMM T771:1/13:13,kiri
235110,"karikatuur, Karl Leinus. 1959     aRa '59",karikatuur
1848901,"Riiklik Teater Estonia, Sisekord   Teatri- ja Muusikamuuseumi arhiivraamatukogu: raamatud ja noodid  Riiklik teater Estonia pitsat",raamat
4077601,Peavõit     Eesti Selts Estonia teatri raamatukogu,käsikiri
2033741,Eesti NSV paviljon üleliidulisel põllumajandusnäitusel. Tööstuslike eksponaatide stend.     A.Sokolov (ENSV Ministrite Nõukogu esimehe asetäitja).,foto
3832799,"portree: Tenno Vironi, koos õpilastega",fotonegatiiv
3145370,"graafika, Nikolai I portree      Koltunud",graafika
3186888,Harjumaa Töörahva Nõukogu Täidesaatva Komitee Tervisehoiu osakonna pitser     Harjumaa Töörahwa Nõukogu Täidesaatew Komitee Terwisehoiu osakond Tallinnas Korras,pitser/templijäljend
3941642,Программа курса История русского театра для театроведческих факультетов театральных институтов     A. Üksipi autogramm,raamat
3489822,Kultuuriministeerium ostis negatiivid G. Vaidla leselt 1999. aastal ja andis üle ETMM-le Kultuuriministeerium ostis negatiivid G. Vaidla leselt 1999. aastal ja andis üle ETMM-le,fotonegatiiv
3377260,graafika; Ermitaaži teater; Suur teater      lehe alumisel äärel ja paremal niiskuselaike,graafika
3776053,portree: Ludmilla Issakova,fotonegatiiv
3121455,Valge org,foto
2395147,Alfred Raidsalu perekonnaorkester ja Wenda Mandel esitavad rahvamuusikat Helene Kullmani nimelises Linnakutsekoolis   Foto albumis Album on leitud Eesti Ajaloomuuseumi Laia tänava ruumidest 2009.a. kolimistööde käigus.  Kolmapäeval 14. veebruaril. Meie külalisi.,foto
2933426,eitav vastus Endlale kuuluva näidendi Wooruslik abielumees käsikirja võimaliku väljalaenutamise kohta,kiri
3194669,"Dokument, Karl Leicjter, Kirjastusleping nr.177",dokument
