id,text_features,type,source
2285416,"Costume design, Helper, Werewolf, A. Kitzberg, Drama Theater, 1941     Act III",design/drawing/sketch,train
3377888,"A dress     2018–... ""My free country"" Estonian History Museum, Maarjamäe Castle",suit,train
3710840,"Letter from Eller, Heino, Ellu Eller to Mart Humala",letter,train
2046065,Portrait: Conrad Mitau     Visit format,photo,train
1920188,"Concerto for violin and orchestra, (D major), op.35, score  Sheet music: P. Tchaikovsky, Concerto for violin and orchestra, (D major), op.35, score Kirill Raudsepa's personal collection in the archive library (T643) Moscow, 1947
97 pages.
in Russian K. Blacksmith's autograph",music sheet,train
2756748,Folk instrumentalists Mo238,document,train
2746252,"Kava, Ludvig Juht, Boston Estonia
Society, 23.06.1940",plan,train
2332965,In the bead   Obtained during excavations led by Mati Mandel in 1983-1990. (II mine),archaeological find,train
4097377,"A: L. Promet
1. It was snowing, the author reads
2. Verse palmist, H. Mandri
3. Jussi's discovery, T. Aav
4. One mother went to Moab, L. Rummo
B: 1. My life, dear, has not been easy. R. Raft
2. Strange silence, H. Mandri
3. Homeland, I. Ever
4. Poets, H. Mandri
5. When was it, when?, I. Ever
6. In the snow, I. Ever
7. An old collection of verses. M. Mikiver
8. As the leaves fall, H. Mandri
9. Connections: M. Mikiver",audio recording,train
2072674,"Merepuistee, Rotermanni Kaubamaja",photo negative,train
2326784,Plaster   Obtained during excavations led by Mati Mandel in 1983-1990. (II mine),archaeological find,train
2230095,"Souvenir calendar 1980     Wall calendar. ERF ""Spinnaker"" edition. ""Periodika"" publishing house, Tallinn, Printing house ""Oktoober"". Artist Ülo Emmus",calendar,train
2345624,"Photo in the album   Obtained from the legacy of Viivi Glass, photo curator of the History Museum. The exact origin is unknown, unless otherwise stated in the museum legend. The photo belongs to the museum F32973 (Photo album: Harald Ilves - Secretary of the ECB Harju District Committee I) The photo is pasted on the album page.",photo,train
233364,"Roman sy theater    Russian k. Riga, 210 pages.",book,train
3199802,A letter from R. Kallas to Aino Tamme,letter,train
3449051,"group photo, Noorsooteatri starters, 1965     19 August 1965 Founders and guests of the ENSV Youth Theater.
Sitting on the floor from the left: Almer Tulvi, Voldemar Panso, Eino Laks, ...,
Sitting: ,..., ..., Leo Kalmet,..., Olaf Utt, Paul Uusman, Rita Teder, Ants Päiel, Inna Rips, Rait Ivalo, Sergei Levin.
I row are: ,..., ..., Anne Tuuling, Viiu Härm, Karin Karm, Anni Viiding-Kreem, Marje Metsur, Iivi Lepik, Milvi Jürgenson, Liina Orlova, Helmi Tohvelman, Helgi Ilo,..., Mari -Liis Küla, Harta Ehalaid, Aime Piirsalu-Saul.
Row II: Irene Luik, Vally Mõðlik, Olev Kitsas, Kalev Tammin, Tõnu Mikiver, Margus Tuuling, Mauri Raus, Vello Rummo, Rein Olmaru, Tõnu Mikk, Vladimir Alumäe.
Third row: Jaan Saul, Uno Vark, Enn Kraam, Rudolf Allabert, Peep Seppik, Andres Ots.",photo,train
2264527,"edges torn, corners missing.",plan,train
230029,Costume: dress from the Estonian Theater opera production for Aida Amneris    Opera by G. Verdi; 1964; artist E. Renter; U. Tautsi dress Opera by G. Verdi; 1964; artist E. Renter; U. Tauts dress,suit,train
406610,"Beer mug     Beer mug, made of colorless transparent glass, with horizontal line engraving, blue oval handle crack along the entire length",dish/vessel,train
4042674,"Poster, Madame Butterfly opera, Giacom Puccini. Othello opera, G. Verdi. 1966     White in color, with a picture of L. Stanescu, in good condition. May 26 and 28.",poster,train
2042466,Tallinn. Interior view of the Feueraben-Mayer house. At Vene tn 11 (destroyed)     Acc II 459.11,photo,train
2076742,A farm by the water body,photo negative,train
3938549,"Manuscript, Eller, Heino- 12 bagatelli, no. 4 and 9 and 12 drafts",manuscript,train
1124038,"10. Estonian Exhibition and Fair, Kalevi Stadium. Display of the Franz Krull mechanical engineering factory, general view of the equipment.  10.Estonian Exhibition-Fair in Tallinn, Lauluväljaku 7-16.08.1937.Franz Krull mechanical engineering plant display, general view of the equipment During the moving of the collections in 2007, negatives not taken into account were found. Author: photographer of ""Vaba Maa"" newspaper. Photographer of ""Vaba Maa"" newspaper. Negative, 35mm acetate film. Photographer of ""Vaba Maa"" newspaper. Negative, 35mm acetate film.",photo negative,train
1886697,"Tracking   Archive library of the Theater and Music Museum: books and sheet music  Autograph of O. Aloe
Autograph of P. Sepa",manuscript,train
3908669,"August Jakobson's documents about the activities of Leo Kalmet's film Vana tamm did not make it to the cinema screen    letters (including A. Jakobson's letters to L. Kalmet); plans, reviews, discussions, art council minutes, authors' addresses, notes letters (including A. Jakobson's letters to L. Kalmet); plans, reviews, discussions, art council minutes, authors' addresses, notes",document,train
3592723,"Photo from the Estonian Theater's opera production Don Carlos, 1940 pin holes",photo,train
3237485,"Lea Kikas, portrait, ca 1925-1928   The Ministry of Culture bought Gunnar Vaidla's collection of negatives from Gunnar Vaidla's widow in 1999",photo negative,train
4170761,"Photo from Teater Estonia's operetta Lõbus lesk, 2002",photo,train
2336122,item no   1-27 Uugla grave finds from 2006. The rest of 2007. Excavation manager M. Mandel,archaeological find,train
3407593,Schedules of theaters are handed over annually according to the contract. Vanemuine Theater T100 T100:1/535:6,plan,train
2049894,"Narva-Jõesuu, Kolbe villa",photo,train
3375246,"graphics, Munich's 700th anniversary procession edges slightly soiled",graphics,train
3758653,Costume design for the character Pagar for the production The Hunt and the Seven Goats. Ancient 1962,design/drawing/sketch,train
4102367,"poster, Game schedule. 1-15.11.1955 Estonia",poster,train
2333622,Jewelry with pendants   Obtained during excavations led by Mati Mandel in 1990-1997,archaeological find,train
1712855,XVIII General Song Festival. Vello logna during the brass rehearsal. 07.1975. Photographer: Valdur Vahi. Color slide. color slide  Oskar Vihand's slides. 1975 general singing party. 1593-95,slide,train
3635013,"Letter, Eller, Heino, Ofelia Tuisk to Ellu Eller",letter,train
3277363,"Photo from Teater Estonia's opera production The Bartered Bride, 1937 pin holes",photo,train
2802170,Culture Days of the Ukrainian SSR in Estonia 1974.,photo negative,train
3919910,"Poster, Winnie the Pooh. R. Saluri. Guest performances in Kohtla-Järve. Estonian Drama Theater, 1973     Guest performances in Kohtla-Järvel on February 19, 20, 1974.",poster,train
3586019,"Digidots from the Rakvere theater production, 2006-2017 Author and director Erki Aule. Artist Eveli Varik. Premiere 21.10.2016, large hall, Rakvere Theatre.

Photographer Alan Proosa. Markowski - Peeter Rästas",digital image,train
2054795,"Photo in the album     24 November 1955; Poska, Surva, Klein; We warm Karaganda University; 1955",photo,train
3085513,"Album of Agnes Ney (Steinberg), brought by relative Maigi Ney.",photo,train
3186963,Seal of the Executive Committee of the Harjumaa Labor Council     Harjumaa Labor Council Executive Committee All right,seal/imprint,train
204403,"""Elegy"" for violin, cello and piano. Piano part",manuscript,train
2132050,"Wedding song (in A major)   Mart Saare personal collection M9  A half-written manuscript without words yellowed, torn","script, song/vocal music",train
2323246,Spirals   Obtained during excavations led by Mati Mandel in 1979.,archaeological find,train
223692,"sculpture, Rein Aren, 1982, bust    plaster mold; front of head; 1982; head of a middle-aged man in direct view; large strong eyebrows, 2 vertical wrinkles at the base of the nose; serious expression, forehead bare, hair combed back; cleft right side, sharp chin; Sk 132 is made according to it; bronze sculpture received as a donation by Heiti Pakki",sculpture,train
4028985,Digital photos of Ugala Theater productions 2015 - 2019,digital image,train
2960331,"Theaters of the Estonian SSR no. 5-6, 1957",magazines,train
2048816,An automated system for transmitting Estonian radio programs     The photo is pasted on the album page,photo,train
2247769,"Balcony, Aunt Ulrika   Archive library of the Estonian Theater and Music Museum  Unknown autograph",small print,train
3180866,Completion of the personal collection of Eri Klasi M 112 with various archival materials in addition to the previously transferred heritage.,photo,train
3179968,Sergeant Musgrave's Dance,manuscript,train
3314623,The time of registration in the collection is not exact.,poster,train
3166168,Von Kroeger seal with coat of arms Polish  Taught from the collection of the Estonian Society  Von Kroeger - Nobles of Livonia Cracked,seal/imprint,train
2818093,"Medal - Horticultural Society 1987 Tallinn, G. Ortel, gold-plated, diameter 31 mm, reverse side.     Private collection (A. Koiv)",photo negative,train
2041548,"Photo in the album: with portraits of teachers and students of Tallinn Toomkooli. Johannes Kentmann     Th. John, formally Schlater

Dorpat",photo,train
2079277,A view of the streets of Petseri after the big fire.     Transferred by: Mari Lestberg,photo negative,train
2587841,"Portrait: Aleksander Pitk - deputy of the USSR Supreme Council, elected on 16.02.1947",photo,train
4048063,"Questionnaire, 1939-40 dirty, with fracture lines",document,train
2980163,"graphics; Karlsbad view; Mühl und Neubrunnen in Carlsbad     Mühl - und Neubrunnen in Carlsbad
Wien bey Florian Mollo",graphics,train
2653472,"Tallinn, corner of Juhkentali, Odra street and Tartu road.",photo negative,train
3928379,"Poster, Tartu War of Independence Inv. concentration. Big autumn party. On the banks of the abyss, H. Miler's folk piece. 4.10.1931 in the premises of Põlva Public Education Society   poster collection: educational societies  A big autumn party, a folk piece in four acts with music, dance and song. fracture lines",poster,train
3187644,Seal of the Central Committee of Commune House Committees in Tallinn     Central Committee of Commune House Committees in Israel uul District in Tallinn All right,seal/imprint,train
3422529,Some memorable days of the Tallinn grocery store in 1968. At the trade workers' meeting in Käsmus.   Items handed over by the liquidation commission of the Museum of Economic History. Albums.,photo,train
3924200,"Criticism I. Tartu 1919     With gray cardboard covers. Published in Tartu by ""Noor Eesti"" publishing house in 1919. 222 pages. Printed by Mattiesen's trk. yellowed, soiled, spine broken",book,train
196811,"Concerto in C minor for clarinet, French horn and symphony orchestra. Score     Concerto for clarinet, French horn and symphony. original!","manuscript, musical composition",train
3540159,"Photo in Rudolf Simka's family album. Fruit trees and beehives in the farm yard.   Photo albums and photographs found in the attic were handed over to the assistant manager of the museum. the photo is pasted in the album, the photo paper has become wavy in places., the photo has been pasted in the album, the photo paper has become wavy in places.",photo,train
2338466,"""Hiking equipment from us""     Multi-color printing. On a white background, the text at the top, the image of a locomotive. ""ETKVL"" in the bottom corner. Cardboard.",poster,train
2825567,"Tallinn Old Town Days, 2002",photo negative,train
3867218,Boyar Morozova,graphics,train
2179779,In Suktin   Archive library of the Estonian Theater and Music Museum  Favorite songs 6th talent,music sheet,train
3037633,"August Kitzberg, Priit Aimla ""Reminiscences of the Tailor Air"", comedy with songs in 2 acts. With broken lines",poster,train
3561237,"Transcripts from the newspaper Messages. Reviews of performances. 1907     Plays: ""In the City"" by Juschkewitsch, ""The North"" by Maksim Gorky, ""Marriage in the Cradles"" and ""Mr. Commissar""",document,train
195801,"""Tell me about it..."" for vocal ensemble with chord marks     Tell me about it","script, song/vocal music",train
3421306,Laine store. Interior view.   Items handed over by the liquidation commission of the Museum of Economic History. Albums.,photo,train
4090751,"Wind quintet. Wind quintet, 26/04/1969 in the hall of the National Art Museum.     In Russian.",poster,train
217552,Awarded by theaters every year P. Tchaikovsky; 22.03.1981 P. Tchaikovsky; 22.03.1981,poster,train
3164688,"Plan, Eduard Visnapuu, Ida Handel song Estonia ks",plan,train
222704,Photograph (negative). Rein Raamat at the 1974 Zagreb Animated Film Festival with emblem. Photo: Elmar Köster. Black and white negative,photo negative,train
3684535,Der Rastaquär     autograph,book,train
3766549,"Priit Hallap, program, Vedelvorst, Stockholm Estonian Theatre, 1960",plan,train
3336416,"Estonian USSR Theater Association, Kaarel Toomi's manuscript, Basic teaching of speech technique",manuscript,train
4121993,"Kava, Sumera, Lepo- chamber opera ""Olivia's master class"", P. Jalakas",plan,train
1979104,"Poster, Piirsalu Education Society, spiritual concert, 1908   poster collection: educational societies Piirsalu church 06.04. 1908 on the Feast of Palm Trees
choirs, organ. trumpet quartet from Haapsalu oblong format, black letters in fancy Gothic font on the front and printed in Russian on dark yellow paper holes, tears",poster,train
3382650,Edmar's card with a poem for Lens for their 10th wedding anniversary,postcard,train
2657488,"View of the Keila Mihkl church, cemetery and chapels.",photo negative,train
4036572,Photo: Alfred Karindi,photo,train
3176773,Stepson of the Black Continent/ Man of the Black Continent     Government of Theaters of the Ministry of Culture of the Estonian SSR,manuscript,train
3527704,"obtained from ""Vanemuise"" L. Pirandello; 6/06/1996; costume L. Pirandello; 6/06/1996; costume",design/drawing/sketch,train
3322047,"Letter, Karl Leichter, John's letter to brother Martin Leichter",letter,train
2658058,"Tallinn, Paldiski road.",photo negative,train
2120722,"Full portrait: Tõnis Brükk in military uniform   Obtained from the legacy of Viivi Glass, photo curator of the History Museum. The exact origin is unknown, unless otherwise stated in the museum legend.  Collection of documentary materials of the Estonian History Museum D149.5.62 (description of photo content) scratches, scuff marks and soiling on photo paper and backing paper",photo,train
3434420,Items/albums handed over by the liquidation commission of the Museum of Economic History.,photo,train
3622270,Costume design for Little Girl from Estonia Theater's production The Sold Bride,design/drawing/sketch,train
3775863,"Tagaranna men's fishing schooner, Teater Estonia, 1947, cast: Pime Juhan - Hugo Malmsten, Arila Helmi - Erika Torger",photo negative,train
2065360,Johan and Tiina Ümarik's golden wedding. Johan and Tiina Ümarik.,photo,train
4044559,"Plakat, Troubadour and Rigoletto, operas by G. Verdi. 19 and 21.05.1971 Estonia. Louis Quilico, Canada. Russian speaking     White in color, fine. May 19 and 21. In Russian.",poster,train
3673286,"Program, Vladimir Alumäe's violin evening in the Estonia concert hall",plan,train
2333157,A shard of earthenware   Complained by M. Mandel in 1988. (ditch),archaeological find,train
3685256,"Costume design for the characters Boys for the play Fun peasant. L. Fall, Drama Theater 1991",design/drawing/sketch,train
4126068,"Photo from the announcement of the August Karjus memorial concert. October 3, 1971",photo,train
4042416,"Poster, Ballet soloists' evening. Estonia. 18.02.1962 in the officers' house. Russian speaking     White in color, fine. February 18, 1962 in the Officers' House.",poster,train
228493,"Costume design for the character Mariane. Moliere, Ihnur, Vanemuine 1999    Moliere; 9.09.1999 Vanemuine, director Ingo Normet, stage design Aime Unt, costume Liina Unt
ink pen, watercolor, chalk; Mariane (Ingrit Vaher, Katrin Pärn) Moliere; 9.09.1999 Vanemuine, director Ingo Normet, stage design Aime Unt, costume Liina Unt
ink pen, watercolor, chalk; Mariane (Ingrit Vaher, Katrin Pärn)",design/drawing/sketch,train
1184733,"The Merchant of Venice, Estonia, 1937 Photo emulsion on a glass plate   ""The Merchant of Venice"" (William Shakespeare). Perzia - Erna Vlilmer, Bassanio - Kaarel Karm. ""MERCHANT OF VENICE""",photographic material,train
1761677,"Heino Kaljuste's jubilee in the Estonia concert hall. Heino Kaljuste, Paul Raud and Valdo Ratassepp. Color slide  Heino Kaljuste's slides. 1652",slide,train
2979793,"Program, Symphony concert, dir.
M. Heise",plan,train
2510739,"a denarius    coin hoards Shame. 73/849; Ilisch 1990, S. 142 f.",coin,train
2074686,People leaving Toompea Nevsky Cathedral. (The ceremony of unveiling the statue of Peter I?)     stereo negative a small piece missing from the corner in the lower left corner,photo negative,train
2522173,water cycle    treasures in a metal container,coin,train
4028189,Photo. Neeme Järvi with her husband and Gustav Ernesaks with her husband,photo,train
3222516,Postcard from O. Kricmann to Aino Tamme,postcard,train
3627242,Costume design for the actress Liisa's friend from the Estonian National Choreographic School's play A vain caution,design/drawing/sketch,train
3577356,Photo of the actors of the Estonian Theater Muuga offering a musical village feast in the kolkhoz,photo,train
2032840,Horn song   Archive library of the Estonian Theater and Music Museum,music sheet,train
2371599,Tartu University Clinic seal Polish  Taught from the collection of the Estonian Society  Universitäts Klinik. Dorpat cracked,seal/imprint,train
3439568,Sign of the Tallinn III song festival,label/sign,train
3095686,Photos of the 2002 productions of the Estonian Puppet and Youth Theater.,digital image,train
2107342,Seal of Valjala Church (Saaremaa). Polish  Taught from the collection of the Estonian Society  Sig. d. Evang. Luth St. Martias Kirche zu Wolde. cracked,seal/imprint,train
2760845,Archaeological excavations of Otepää fortress. Square III (3-4) profile.,photo negative,train
3173802,"Kava, Eduard Visnapuu, Evald Oja-baritone",plan,train
2521157,a penny    treasures in a metal container,coin,train
2321629,Spiral   Complained by M. Mandel in 1977. Veskimäe tsp. grave (I),archaeological find,train
3903443,"Todtenvolk, Ballade von J.V. Widmann     Autograph of A. Kasemets dirty",music sheet,train
1976831,"A sign of Estonia's days in Australia  Sign - Days of Estonia in Australia, 1966 Signs of the Days of Foreign Estonia",label/sign,train
399936,"Swedish seaplanes in Tallinn by Lake Ülemiste.    Swedish seaplanes in Tallinn by Lake Ülemiste. Original. Author: ""Free Land"" photographer. Dimensions: 2.4x3.6 cm. Material: film - unspecified. Found during the moving works Estonian History.",photo negative,train
2808526,"yourself. actor E. Ulst about his health condition to T. Tondu, who is staying at Diakonissi hospital in Nõmme",letter,train
4086217,"Rigoletto, Theater Vanemuine, 1939, in parts: Duke of Mantua - Priit Hallap, Rigoletto - Ernst Kruuda    TB130321",photo negative,train
3297262,"Letter, Karl Leichter, Jaan from Sweden",letter,train
2023801,Minuet   Archive library of the Theater and Music Museum  Dedicated to S.K. To Labutin,music sheet,train
3929201,"Leo Kalmet's photo as the director of the Drama Theater's production The Song of the Fire Red Flower    Drama Theatre, 1938; J. Linnankoski; Dramatization of H. Välisalm; directed by L. Kalmet",photo,train
3655833,Costume design for the actor Trapp from Pärnu Theater's production Karikas kivti,design/drawing/sketch,train
2041909,"Photo in the album: with portraits of teachers and students of Tallinn Toomkooli. Ernst Stackelberg Photo background cardboard    Th. John, formally Schlater

Dorpat",photo,train
3115642,Universal Edition Musikvorschau,magazines,train
3628269,Letter to Eugen Kap from Boris Lyatoshinski (with envelope),letter,train
4028753,Digital photos of Ugala Theater productions 2015 - 2019,digital image,train
3228135,royal souvenir,manuscript,train
2978689,"Manuscript, Veljo Tormis, Song for the country, female choir, cant. home-
the birthday of the earth, 1988   Supplement to the Veljo Tormis manuscript collection for inventory, M 318.",manuscript,train
3169591,"Vladykin's name-sigil Polish  Taught from the collection of the Estonian Society  Name: ""A. Vladykin"" Cracked",seal/imprint,train
4085524,"The Golden Key, Puppet, 1969, in parts: Buratino - Malle Peedov    TB080321",photo negative,train
3179776,The cats went fishing,manuscript,train
2162396,Spring   Archive library of the Estonian Theater and Music Museum  text corrections,manuscript,train
4259617,"Manuscript, Verlin, Lembit - Tõuse Halliste, translation. E. Eha-Are",manuscript,train
3951521,"Photo from Teater Estonia's operetta play Free wind, 1949 pin holes",photo,train
2913662,"Theater photo, S.Beckett ""Happy Days"", Viiu Härm in the role of Winnie",photo,train
4105721,Cult music in Russia dirty,book,train
4231031,Prelude and Fugue No. 4 for piano,"manuscript, musical composition",train
2332200,"Shards of earthenware   During the bronze excavations of the Lehmja settlement near the Mädamürgi farm in 1994, collected in 1996. when digging a cable route",archaeological find,train
3360635,"poster, Horre Zeiger Bigband concert Old paths, Horre Zeiger 50, J. Kreuks name. In the Palace of Culture. 13.03.1982   Horre Zeiger's documents, photos, scores collected as part of the popular music exhibition project. The material has musical historical value. Horre Zeiger's collection is M 520. Af 2088:7",poster,train
3514555,"Kava, Franz Erika, Dargomõžski's opera Näkineid",plan,train
3920215,"A short lesson on gender culture for a beginner gender cultivator, prof. dr. agr. L. Front. No. 1. From the national series of the works of the National Council of Experimental Economics. Tallinn, 1935     Estonian Joint Printing House. 31 pp., ill. Pamphlet, no title page. The front cover is artistically designed, with a photo of a hay transport in the background. Yellowed.",book,train
1637283,"The existing Swedish personal collection was handed over to the Estonian Theater and Music Museum Für Pianoforte berabeitet von
F.B. Buson
Leipzig, 1902
Breitkopf & Härtel
16 pages.
autograph",music sheet,train
2780366,"Photo, Mihkel Lüdig, dam he
homestead, 1938",photo,train
3775065,portrait: Valentine Birch,photo negative,train
4048162,"Photo, TMS male choir and August Topman, Pirita, 15.08.1931     Photo on the turns ""In memory of Al. Birk""",photo,train
2281933,"Rolf Uusvälja's personal sheet music collection was purchased through the Ministry of Culture from Els Himma in 2012.
Act of transfer and acceptance 20.12.2012",music sheet,train
2764842,Photo negative,photo negative,train
2237702,About the manufacture of the Polomar 6 m diameter telescope,manuscript,train
3108675,"Manuscript, Eduard Visnapuu, article for Muusikaleh",manuscript,train
3186556,The blind     Ministry of Culture of the Estonian SSR. Government of Theatres,manuscript,train
3712077,Photo Georg Ots performs at a concert,photo,train
224705,"Set design for the play Mina elan. Ancient 1961   Received from Meeri Sär in 2004.  Table motif, sketch",design/drawing/sketch,train
2034275,Old telephone exchange.,photo,train
2073672,"Corporation ""Sakala"" building on Veski street     Traces of a paper framing frame on the glass. Emulsion partially varnished.",photo negative,train
2328601,Plaster   Obtained during excavations led by Mati Mandel in 1983-1990. (II mine),archaeological find,train
3666711,Costume design for the actor Pontu from the Pärnu theater production Nõiutud vennad,design/drawing/sketch,train
3687085,Costume design for the singer from the Vanemuine Theater production Laanelill,design/drawing/sketch,train
2941595,"Photo, American Christ, Theater Estonia glue marks on the back",photo,train
3973660,"Violin concerto ""Serenade"". Piano","manuscript, musical composition",train
2320505,Item no   Died by M. Mandel 1976-80.,archaeological find,train
4087545,Designs donated by theater artist Aime Undi. T463:2/68:9,design/drawing/sketch,train
2846860,C. Greek at the piano,photo,train
2345580,"Photo in the album   Obtained from the legacy of Viivi Glass, photo curator of the History Museum. The exact origin is unknown, unless otherwise stated in the museum legend. The photo belongs to the museum F32973 (Photo album: Harald Ilves - Secretary of the ECB Harju District Committee I) The photo is pasted on the album page.",photo,train
3195952,Orphans,manuscript,train
3420121,"Publications of political departments of ENSV machine-tractor stations. ""Cooperation Victory"" 1953 No. 67 slightly soiled",newspaper,train
4046267,"Photo from Teater Estonia's ballet production Don Quixote, 1958",photo,train
3632522,"Punane Moon, Teater Estonia, 1950, in the picture: Tao Hoa - Inge Põder, the captain of the Soviet ship - Artur Koit",photo negative,train
3413288,Digital photos of VAT Theater performances 2008,digital image,train
3630773,"Letter, Eller, Heino, Milla Kuusel to Ellu Eller",letter,train
4282717,"List of plays in the library of Teater Estonia 1934 wrinkle, soot damage",small print,train
2706654,"Tallinn, Central City, Südalinna district, Hartwall sales kiosk on Estonia street.",photo negative,train
3757093,"Photo from the spoken word play of the Estonian Theater Keelepeksukool, 1945",photo,train
2328726,Plaster   Complained by M. Mandel in 1997.,archaeological find,train
2934863,Mikk Mikiver's photo collection handed over by Carmen Mikiver ca 2010,photo,train
2076893,Beach view,photo negative,train
4029862,"poster, schedule, 27.01-10.02.1965. Estonian Theatre     White in color. Estonian and Russian speaking.",poster,train
3891523,"Kava, Lepnurm, Hugo- RAM concert Estonia ks",plan,train
3253223,Ferdinand Veike T 467 T467:1/9:17 A big screen,letter,train
3628968,"Doctor Aibolit, Teater Estonia, 1949, in the picture: a scene from the performance",photo negative,train
3580923,"Costume design for the character Elyot in Private Lives. N. Coward, Vanemuine 1995   obtained from ""Vanemuise"" N. Coward; 7/05/1995; costume N. Coward; 7/05/1995; costume",design/drawing/sketch,train
3250664,"""The fighting path of our troops"", Compiled by P. Kuusberg ""Tasuja"" publication, 1945. 3 p. Paperback, pages not attached, with white paper covers.",book,train
2324636,Chain link   Obtained during excavations led by Mati Mandel in 1982-1991. 876-897 plowed from edge areas and soil piles on 25.04.98 and 21.06.98 with a metal detector,archaeological find,train
2079157,Peter's Square (Freedom Square) Silver mirror on the edges,photo negative,train
4099685,"Poster, Guest Theaters.
Novgorod Oblast Drama Theater. Game schedule 08.-15.06.1975 in Tallinn     in Russian",poster,train
3420866,"view of Tallinn from Kopli beach pasted on cardboard heavily yellowed, damp stained, edges cut off",graphics,train
2933253,Song from the operetta Mäekaevurid,music sheet,train
3180760,"Program, Eduard Visnapuu, Opera Tosca",plan,train
4000902,"Lydia Vohu, photos, Gerhart Hauptmann Before the sun sets, in Estonia, Mathias Clausen - Hugo Laur, Inken Peters - Lydia Vohu",photo,train
4088949,"in the picture: Wall page of Captain Grant's children of the play organized by the Vanemuise society, 20.4.1897    TB100321",photo negative,train
3371739,Items handed over by the liquidation commission of the Museum of Economic History.,photo,train
2079949,Exhibition of the National History Museum of the Estonian SSR in the Suurgilt building - model of the Uku farm.,photo negative,train
3686708,"Costume design for the character Mari in the play Time to come and time to go. Tammsaare, Kerge, Vanemuine 1986",design/drawing/sketch,train
3147591,Set design for an unidentified production,design/drawing/sketch,train
3621415,"graphics; India. Interior of the Indra Temple at Ellora yellowed, edges soiled",graphics,train
3165980,"Initial seal Polish  Taught from the collection of the Estonian Society  Initials on the seal: ""I M B"" Cracked",seal/imprint,train
3248307,"Photo from Teater Estonia's operetta The Tempting Flame, 1935 glue marks on the back",photo,train
2705877,"Tallinn, Center, Kadriorg, Vesivärava street",photo negative,train
4086288,"A living portrait, Russian Drama Theater, 1958, in parts: Don Fernando - V. Lavrov, Takon - Vyacheslav Sirin    TB130321",photo negative,train
3634153,"Costume design for the character Jelena in the Belugin woman's play. A. Ostrovski, Rakvere Theater 1952",design/drawing/sketch,train
3211240,"Glass negative   The author of the glass negatives is Hugo Raud (born 1894 Vana-Vigala), father of the transferor. The glass negatives have the watchmaker's workshop of the grandfather of the transferor, Kristjan Raud (1864 Vinni, Viru-Jaagupi - November 7, 1935).
Grandfather was a cook in the Vigala manor and a servant to his wife. Around 1904, he ran a teahouse in Märjamaa. Either immediately after 1905 or later, the family moved to Tallinn, and the father had a watchmaker's workshop near Tartu mnt. When the Republic of Estonia was established, the family moved to Petseri, due to the health condition of the grandmother.
The negatives probably also have family pictures of Petser and interior views of the Mayer chemical factory in Tallinn, where Hugo Raud himself worked.",photo negative,train
1401210,"Poster collection: theater poster Eduard Tubin ballet, Estonia, 1966",poster,train
3067821,"Letter, Karl Leinus, Linda Vaidel",letter,train
2694162,"Portrait: Hermann Adolf Alexander Schmidt     [---]
Alexander Schmidt
v.z Mühlck(?)",photo,train
2060442,Battle firing near Narva. On Dzot! Fire!     Pasted in album.,photo,train
3284410,Das Römergrab     Estonian Drama Theater Tallinn,book,train
2705682,"Tallinn, Old Town, Old Market. Fish shop sign",photo negative,train
3911139,Plans collected by Leo Kalmet    1918 - 1965,plan,train
2706186,"Tallinn, Kadriorg, J. Tombi (J. Vilms) street",photo negative,train
3996736,"Music for the documentary ""100 meters on my back with Brahms op. 38""","manuscript, musical composition",train
3589541,"graphics; Etruscan soldiers corners stained with glue, nail holes on the top edge",graphics,train
3552714,"Electric message, to Aleksander Trilljärvi     Estonian Theatre, January 18. 1944. No. 1660.
Tallinn Power Station",document,train
2950103,"Photo, Yevgeni Onegin, Theater Estonia",photo,train
3203139,"Raimond Valgre, Noorte Maja Jazz Orchestra",photo,train
3347263,"Plan, Karl Leichter, TRK -50th anniversary",plan,train
4089582,"in the picture: Tallinn State Conservatory students with their professors, Bruno Lukk with his student Mart Lille    TB110321",photo negative,train
3197260,Digital photos of Ugala theater productions from 2007 and 2012. Photographer Jaanus Laagriküll,digital image,train
2081388,"Reproduction photo. Riho Pätsi's 75th anniversary. cardboard slide frame. 5x5cm.  Leelo Kõlar handed over to the museum. 02.1977.  Slide series: ""Riho Pätsi's 75th anniversary"".",slide,train
205828,"""Let's grow!"" for male choir a cappella     Let's grow orig.","script, song/vocal music",train
3245934,"Found by Aleksei Saveljev in Ehmja village, Martna municipality, handed over to the Heritage Protection Board on June 20, 2015. 16th century",jewel,train
2321432,Ax vol   Died by M. Mandel 1976-80.,archaeological find,train
3066547,"caricature, Ants Jõgi     Head half turn to the right. Emphasized skin folds.",caricature,train
212186,The instrument is made in the Kazakh SSR. Gifted in 1975. the times of the general song party by the Kazakh guests to the Government of the Cultural and Educational Institutions of the Russian Federation. The instrument was received from Maila Kraus in Tallinn in 1975.,musical instrument,train
2314076,A bracelet   Received from Baron Pahlen in 1855.,archaeological find,train
3137224,"Letter from Ella von Schultz-Adaiewsky to Aino Tamme, in German",letter,train
3188858,Communist Bolshevik Party active seal of the 5th Vyatka Infantry Regiment     The collection of parties of communes is large of the 5th Infantry Byatsk Regiment All right,seal/imprint,train
