id,type,curie_similarity
4146002,"manuscript, musical composition","[ 0.01453026  0.00044362 -0.01556943 ...  0.00829978  0.01155734
  0.00421314]"
4269029,document,"[-0.00274361  0.00309635  0.00910693 ...  0.01335375  0.00265138
  0.0129572 ]"
3413249,digital image,[0.00885753 0.00831094 0.00731587 ... 0.01226786 0.01279109 0.0175749 ]
234104,small print,"[ 0.0111974   0.01021353  0.00739778 ... -0.00186819  0.00624525
  0.01668835]"
3123652,manuscript,"[-0.00793543  0.01722118 -0.00624291 ...  0.00883719  0.01083029
 -0.02029177]"
2034252,photo,"[ 0.00761936  0.0063465  -0.01851434 ...  0.00372512  0.00621298
 -0.0142952 ]"
3638723,letter,"[-0.01900311  0.01116025  0.0020542  ... -0.00846607  0.00091923
  0.01373938]"
2159371,photo,"[ 0.00209782  0.02231485  0.01829558 ... -0.00027876  0.02691891
  0.00790859]"
2781103,book,"[ 4.45453497e-03  1.57318395e-02  1.94929962e-05 ... -8.54725670e-03
 -1.32860732e-03  4.37935302e-03]"
3839951,photo negative,"[-0.00905582  0.02171099  0.00855325 ...  0.00864898  0.01195636
  0.01114268]"
3175654,plan,[0.00593868 0.01411838 0.00162707 ... 0.01224153 0.01664886 0.00157455]
3131479,photo,"[-7.13190343e-03  1.50431981e-02 -7.39849856e-05 ...  1.18962873e-03
  5.95812080e-03  2.50907782e-02]"
2049330,photo,"[ 0.02082412  0.01897741 -0.00172374 ...  0.00546587  0.00795288
  0.01798446]"
3944146,photo,[0.000443   0.00620259 0.00900331 ... 0.01156636 0.019386   0.01557404]
2256573,music sheet,[0.01090386 0.01029138 0.00766518 ... 0.01775241 0.02082404 0.00859317]
2467259,book,"[-0.02274623  0.00884933  0.00173194 ... -0.00208017  0.01505076
  0.00868843]"
3393827,photo,"[-0.00516324  0.01220316  0.00291365 ...  0.00112841  0.0059091
  0.01325216]"
4118884,poster,[0.01288732 0.01048924 0.01195264 ... 0.01295341 0.01696595 0.0152382 ]
3638465,letter,"[-1.69417225e-02  7.30791222e-03  1.72737364e-05 ... -3.04137403e-03
  6.79104589e-03  1.92197617e-02]"
3109192,manuscript,"[ 0.00092738  0.0089689  -0.0034093  ...  0.0087548   0.0138606
 -0.0007476 ]"
3536983,design/drawing/sketch,[0.01012123 0.00695834 0.02404702 ... 0.01245129 0.00487403 0.01101321]
1711392,slide,[0.00704459 0.01557574 0.01155161 ... 0.0011593  0.01679718 0.00460407]
3212504,seal/imprint,"[ 0.00868244 -0.0080412  -0.01696235 ...  0.00710977  0.02428274
 -0.00776037]"
3337960,photo,[0.01350181 0.01395032 0.00652665 ... 0.00901678 0.00803568 0.00138989]
3146778,seal/imprint,"[ 0.00185668  0.00189377 -0.00070871 ...  0.01105199  0.01442693
  0.00574388]"
3149885,design/drawing/sketch,[0.00547457 0.00627869 0.02176738 ... 0.00705009 0.00923337 0.02464725]
4029324,digital image,[0.00099188 0.00733615 0.01955683 ... 0.0170397  0.00607291 0.01332484]
3629351,photo negative,[0.00794227 0.00930778 0.01292128 ... 0.00797942 0.01999036 0.00762643]
2049817,photo,"[ 0.00659357  0.01472934  0.0099273  ... -0.00042018  0.00959485
  0.00489439]"
2834396,postcard,"[-0.00315786  0.00702179 -0.01088815 ... -0.00668092 -0.00159597
  0.00814664]"
4259484,manuscript,[0.00160324 0.01894893 0.01286398 ... 0.00894679 0.01021132 0.0137482 ]
2317307,archaeological find,[0.0072164  0.01504049 0.02045279 ... 0.00357022 0.01772765 0.00276075]
2221034,"photo, postcard","[-0.00832227  0.01407803  0.0095489  ...  0.00462112  0.00735511
  0.00880349]"
2078847,photo negative,"[ 0.00109869  0.01963619  0.00240543 ...  0.01778478 -0.00834538
 -0.00257608]"
3230322,postcard,"[-0.00715636 -0.00314027 -0.00207725 ...  0.00225083  0.01238862
 -0.00444266]"
2621718,book,"[-0.00730627  0.02473321 -0.00430315 ...  0.00065118  0.02342852
  0.01807928]"
3337450,newspaper,[0.00032455 0.01073803 0.02183813 ... 0.00335623 0.00633611 0.01605464]
3192625,manuscript,"[ 0.00908356  0.00388091  0.00477195 ... -0.02211412  0.04032682
 -0.01371878]"
2315729,archaeological find,[0.00016961 0.01156765 0.00356216 ... 0.01902944 0.01536416 0.01953564]
2338829,photo,"[-0.01091773  0.01402396  0.00162548 ...  0.01153346  0.01401477
  0.01292115]"
214670,poster,"[-0.00319799  0.01010872 -0.02001248 ...  0.00480281  0.0144224
  0.01493482]"
3760689,design/drawing/sketch,"[ 0.00312909 -0.0016062   0.00545739 ... -0.00043656  0.00638778
  0.01420124]"
2332306,archaeological find,"[-0.00608699 -0.00145916 -0.00141628 ... -0.00431838 -0.00729233
  0.01119116]"
232223,manuscript,"[ 0.00263805 -0.00442331 -0.01805504 ... -0.02224147  0.01720225
  0.00301276]"
3026482,photo,"[-0.00534207  0.00546089  0.00203812 ...  0.01222873 -0.00135037
  0.0161953 ]"
3194536,document,"[ 0.00462592  0.01069917 -0.00274578 ... -0.00026221 -0.00662286
  0.01508692]"
3909863,plan,"[-0.0001403  -0.00019852 -0.00607425 ... -0.00047332  0.0195267
  0.02125292]"
3616378,design/drawing/sketch,"[ 0.00952057  0.00827776  0.0225632  ...  0.02755279 -0.00193186
  0.01428086]"
4299184,photo negative,"[ 0.00559567  0.01467288  0.00897454 ...  0.01253542  0.01444887
 -0.00268816]"
2662675,small print,"[ 0.01432677  0.00954499 -0.00215876 ...  0.01464246  0.02016704
  0.0091968 ]"
2512876,coin,[0.01381969 0.0128009  0.0168572  ... 0.00688626 0.01500828 0.00026457]
396882,photo negative,"[-0.00274655  0.02154081  0.01920472 ...  0.00840148  0.00852813
  0.00501462]"
3437814,postcard,"[ 0.00283101 -0.00199184 -0.00714705 ...  0.00470734  0.00838223
  0.01280435]"
4045644,poster,[0.01124887 0.01160496 0.019649   ... 0.00589379 0.01820637 0.02085423]
3390219,design/drawing/sketch,"[ 0.00239497  0.018978    0.00733034 ...  0.02081399 -0.00163603
  0.03266615]"
1768104,poster,"[ 0.00558489  0.01382838 -0.00216472 ...  0.02101027  0.00594029
  0.01224984]"
2155729,photo negative,[0.00893215 0.01622399 0.01832622 ... 0.00243925 0.00822512 0.03109048]
2159214,letter,"[-0.00715221  0.0189572   0.00821447 ...  0.00902678  0.01500618
  0.01333349]"
3249289,manuscript,"[ 0.0048489   0.00566712  0.00481636 ...  0.005788   -0.00569966
  0.00397954]"
2107585,seal/imprint,"[-0.00731722  0.01686143  0.01086355 ...  0.00297789  0.02616235
  0.01595379]"
3616487,design/drawing/sketch,[0.01049053 0.00285647 0.01949551 ... 0.01710213 0.00618978 0.0275468 ]
2538676,photo negative,[0.01083088 0.03288889 0.01383107 ... 0.00813259 0.01718978 0.02528463]
3628118,letter,"[-0.00421175  0.00102564 -0.00577518 ...  0.00716439  0.00623515
  0.01759967]"
2321061,archaeological find,[0.00290673 0.02390597 0.00797953 ... 0.00337022 0.00477467 0.01901484]
2869702,plan,[0.0271697  0.01953797 0.01208969 ... 0.01909768 0.02001495 0.00683829]
3901262,letter,"[-0.01482488  0.00678564 -0.00254758 ...  0.002011    0.00949704
  0.00976296]"
2756355,design/drawing/sketch,"[-0.00577449  0.00541711  0.01053327 ...  0.0029037   0.00682311
  0.0045025 ]"
2034056,photo,"[ 0.00800816  0.02162935 -0.01227735 ...  0.00681516  0.02109913
  0.00273566]"
4148811,poster,[0.01718109 0.00979716 0.01631578 ... 0.02051731 0.01595043 0.01191235]
4311987,audio recording,"[-0.00587328  0.00364557 -0.00146231 ...  0.00037549  0.01948468
  0.00424155]"
2079427,photo negative,"[-0.00431764 -0.00011728  0.00755765 ... -0.00218718  0.01121122
  0.00569069]"
2314786,archaeological find,"[ 0.00324937  0.00957516  0.00960283 ... -0.01038692 -0.00161546
  0.01536822]"
2765164,photo negative,"[ 0.01253603  0.0081291  -0.01512575 ...  0.0045825  -0.00355539
  0.00018038]"
3300115,photo negative,"[-0.00364077  0.01064624  0.0174134  ...  0.0070975   0.02002777
  0.00959861]"
3649463,design/drawing/sketch,"[-0.00436614  0.00552611  0.01997009 ...  0.01448574 -0.0001682
  0.01954322]"
3033090,letter,"[-0.01594044  0.01074227  0.00406692 ...  0.00766637 -0.00203696
  0.00588534]"
2965632,graphics,"[-0.00605702  0.00783431  0.015953   ...  0.01357379  0.00323468
  0.01052158]"
3986818,small print,"[-0.0064311   0.00750681 -0.00074709 ...  0.01229652 -0.01046966
  0.01917738]"
2743265,photo negative,"[ 0.01253603  0.0081291  -0.01512575 ...  0.0045825  -0.00355539
  0.00018038]"
3512140,design/drawing/sketch,[0.01412997 0.00958467 0.01549536 ... 0.01337542 0.00596908 0.01280052]
4202292,"manuscript, musical composition","[ 0.02205562  0.01461162 -0.01180169 ...  0.02030517  0.00805666
 -0.01053031]"
2023719,music sheet,[0.01551873 0.00459417 0.00274841 ... 0.0155092  0.01333715 0.00371535]
2827385,photo negative,"[-0.00196316  0.0016691   0.01763432 ...  0.01844358 -0.00877011
  0.0048979 ]"
3701017,design/drawing/sketch,"[-0.00763759  0.01463833  0.0084243  ...  0.02967001  0.00199486
  0.01252172]"
3611751,letter,"[-0.00874477  0.01411704  0.01682454 ...  0.01288203  0.01637804
  0.01073503]"
235110,caricature,"[ 0.00985997  0.00907524 -0.00060009 ...  0.00231728  0.02018156
  0.01211263]"
1848901,book,[0.00851537 0.00130652 0.01619192 ... 0.01311941 0.02179029 0.01708728]
4077601,manuscript,"[-0.00036184  0.00695899  0.00077335 ...  0.01498374 -0.01314126
  0.00733833]"
2033741,photo,"[ 0.01403482  0.00302125  0.00955122 ... -0.00013621  0.02175869
  0.02230501]"
3832799,photo negative,"[-0.00465568  0.01178629  0.00012265 ...  0.00163439  0.01298173
  0.00674303]"
3145370,graphics,"[ 0.01719454  0.0027313   0.00165722 ... -0.00278201  0.01294431
 -0.0083299 ]"
3186888,seal/imprint,"[-0.0133691   0.01013981  0.01137315 ...  0.00718354  0.00482982
  0.01361389]"
3941642,book,[0.0075107  0.0214968  0.01363785 ... 0.00563773 0.01165194 0.01299784]
3489822,photo negative,[0.00357251 0.01824651 0.01331791 ... 0.00622637 0.01878118 0.0235834 ]
3377260,graphics,"[-0.00336461 -0.00145006  0.02610342 ...  0.02397744  0.01431806
  0.01356934]"
3776053,photo negative,"[ 0.0162587   0.01213268 -0.00547106 ...  0.00856103 -0.00093381
 -0.00030019]"
3121455,photo,"[ 0.00083834 -0.00528194 -0.00441863 ... -0.00421667  0.01963638
 -0.01635182]"
2395147,photo,"[-0.00347299  0.01865735  0.01182416 ... -0.00596377  0.01315884
  0.00498626]"
2933426,letter,[0.00123791 0.02528338 0.01640231 ... 0.00170213 0.00373718 0.02102572]
3194669,document,"[ 0.00447179  0.00341621 -0.01301809 ...  0.00555278 -0.00214235
  0.01984588]"
1720114,poster,[0.00334438 0.02268811 0.02468391 ... 0.00743247 0.01567456 0.01580636]
2523518,coin,"[ 0.00781106 -0.00463639 -0.0235702  ...  0.01927641  0.01141054
 -0.0081034 ]"
3007553,photo,"[ 0.00586005  0.01462283  0.0028959  ... -0.00237951  0.02587886
  0.01386757]"
2820787,calendar,"[2.19169597e-05 2.61033513e-02 2.87700701e-03 ... 2.02615242e-02
 2.45504603e-02 1.04080644e-02]"
4280584,document,"[ 0.00601539  0.02179542  0.0112017  ... -0.0085717   0.01824882
  0.01108195]"
3390853,photo,"[-1.72397669e-03  1.27840219e-02  6.22579537e-05 ...  2.33635004e-03
  6.46666205e-03  5.33289649e-03]"
3872660,book,"[-0.00526402  0.02193105 -0.00165125 ... -0.00218027  0.016415
  0.0023788 ]"
2050272,photo,"[-0.00875403  0.00719131 -0.0082534  ...  0.00456417  0.01666587
  0.00155687]"
3223063,manuscript,"[ 0.00104526 -0.00369721 -0.01047999 ...  0.00080334  0.00537693
 -0.01075386]"
3904802,book,"[-0.00376252  0.02380311  0.00079521 ...  0.00667096  0.008573
  0.03052485]"
2771903,photo negative,"[ 0.01253603  0.0081291  -0.01512575 ...  0.0045825  -0.00355539
  0.00018038]"
2777856,photo negative,[0.00013418 0.01648078 0.01139968 ... 0.00290148 0.01921821 0.00844195]
1868623,music sheet,[0.00279192 0.01669524 0.0209277  ... 0.00383362 0.01451801 0.00410577]
2405766,photo negative,"[ 0.01253603  0.0081291  -0.01512575 ...  0.0045825  -0.00355539
  0.00018038]"
3908482,book,"[-0.00682784  0.01939422  0.02182313 ...  0.00441747  0.02247208
  0.01198696]"
3329454,graphics,"[ 0.01032062 -0.00379032 -0.00515574 ...  0.01468633  0.00119532
 -0.0154718 ]"
2770823,photo negative,"[ 0.01253603  0.0081291  -0.01512575 ...  0.0045825  -0.00355539
  0.00018038]"
4104965,poster,"[ 0.01263359  0.01116091  0.00252394 ...  0.01394882  0.0074653
 -0.00158499]"
3222194,seal,"[-0.01186499  0.0086604   0.01118537 ...  0.00787696  0.02839291
  0.02399427]"
3239368,photo,"[-0.00241579  0.00399969  0.00646434 ...  0.01186083 -0.00397586
  0.01378679]"
2317430,archaeological find,"[ 0.00719663  0.00070881  0.00889921 ...  0.00169304  0.03233474
 -0.00840322]"
2340941,packaging,"[ 0.00863885  0.02163888  0.0087734  ... -0.00404105  0.01737049
  0.01403929]"
4148939,dish/vessel,"[ 0.00374309  0.00054816 -0.01747946 ...  0.00899044  0.01718917
 -0.0136792 ]"
4279677,document,[0.00200025 0.01500589 0.01566388 ... 0.01131382 0.02337702 0.02047089]
2036692,photo,"[-0.00763821  0.00069515 -0.00599278 ... -0.00884756  0.01009736
  0.01040307]"
2935907,photo,"[-0.00165813  0.00265393  0.0018346  ...  0.01350342  0.00834223
  0.0097815 ]"
3901029,poster,"[-0.00733209  0.02001185  0.01646226 ...  0.0072529   0.02194968
  0.00766748]"
2480842,photo,"[-0.00027387  0.00218051  0.00614083 ...  0.00446119  0.01312964
 -0.00690494]"
3419707,document,"[ 0.00498192  0.01825924  0.00703468 ... -0.0003225   0.01017943
  0.00737681]"
3507383,graphics,"[ 0.01667687 -0.00076095  0.00021058 ...  0.00169978 -0.00207531
  0.00470403]"
2465127,graphics,"[-0.00377719  0.01531548  0.0218551  ...  0.00975305  0.01804972
  0.00779868]"
3695347,photo,"[ 0.00610457  0.01685761  0.01422102 ...  0.00458876  0.01217239
 -0.00363794]"
3927717,poster,[0.01324392 0.00859922 0.00897229 ... 0.01473619 0.01151848 0.02253331]
3637638,photo,"[-0.00861135  0.00054396  0.00302753 ...  0.00126435  0.01792153
  0.02045022]"
2091509,slide,"[ 1.98886506e-02  1.54371075e-02 -4.28750500e-05 ...  1.63828228e-02
  6.45282585e-03  1.04506165e-02]"
4084577,poster,[0.00968023 0.01307116 0.02330076 ... 0.01886793 0.01482345 0.00957131]
3610001,letter,"[-0.01264282  0.00332888 -0.00683283 ... -0.00771746  0.01585881
  0.01161997]"
4296298,photo negative,"[-0.00925389  0.00960424  0.01900294 ... -0.00074741  0.01271534
 -0.00857655]"
3342562,design/drawing/sketch,"[ 0.01621232  0.01280169  0.01987804 ...  0.02201323 -0.00342481
  0.01551319]"
3371424,photo,"[-0.00557715  0.00191259 -0.00845685 ...  0.00947751 -0.00323055
  0.01593861]"
2538320,photo negative,[0.01083088 0.03288889 0.01383107 ... 0.00813259 0.01718978 0.02528463]
3538194,digital image,"[-0.00182764  0.02096976  0.02035413 ...  0.02331683  0.01149489
  0.01907478]"
4035020,plan,"[5.54352991e-05 2.09890157e-02 1.16778919e-02 ... 1.12467371e-02
 1.99982747e-02 6.38477039e-03]"
2292143,"letter, postcard",[0.00213045 0.00368674 0.00485538 ... 0.00832739 0.02334562 0.00948472]
4085896,photo negative,[0.00515281 0.0134525  0.02092407 ... 0.01497074 0.00776601 0.00858954]
3435913,photo,"[-0.00743413  0.0128294   0.00210618 ...  0.00786691  0.00419312
  0.01450281]"
3861890,photo,"[-0.00114677  0.00776414  0.0201453  ...  0.00818345  0.01558358
  0.00811894]"
3227549,photo negative,"[ 0.00426104  0.01005944 -0.00041102 ...  0.00939402  0.00676443
  0.00205021]"
3254374,invitation,"[ 0.00540858  0.00892926 -0.0015029  ...  0.00898029  0.00752377
  0.01861925]"
2433494,photo,"[ 0.00830101  0.00020981 -0.01871484 ... -0.00725869  0.00612247
  0.01839557]"
3031435,photo negative,"[ 0.01276867  0.01366359 -0.00144616 ... -0.0047329   0.01450314
  0.0071178 ]"
3621618,plan,"[ 0.00105644  0.00459067 -0.02732807 ... -0.00636561  0.01554694
  0.00671973]"
2981944,photo,"[ 8.46318249e-03  3.02701276e-02  5.14400564e-03 ... -7.28913728e-05
  1.19164679e-02  1.20026805e-02]"
3250119,photo,"[-0.00026383  0.00276231  0.01344387 ...  0.02339949  0.00452293
  0.01396239]"
4049738,magazines,"[-0.00147802  0.01837508 -0.00947748 ...  0.01469644  0.01854723
  0.00289036]"
2036687,photo,"[ 0.01340346  0.00081652 -0.0159613  ... -0.01162489  0.00990133
 -0.00056153]"
3408090,folder/booklet,"[-0.00071692  0.00757108 -0.00785528 ...  0.00303076  0.00478492
  0.00442151]"
3949080,postcard,"[ 0.01131284  0.01140467 -0.00736896 ... -0.00437776 -0.0076077
  0.0049356 ]"
3357383,letter of honor/honorary address,[0.00564245 0.01845424 0.00633777 ... 0.00097604 0.01248762 0.02112278]
2318628,archaeological find,"[ 0.00487388  0.01625892  0.00592269 ...  0.0060176   0.00889353
 -0.0008833 ]"
1864945,"photo, postcard","[-0.00303972  0.02332595  0.01284764 ...  0.01543737  0.0112589
  0.00997322]"
2075253,photo negative,"[ 0.00223678  0.00937185 -0.0018249  ...  0.00674418  0.00746761
  0.0076543 ]"
3432317,photo,[0.00012881 0.02434265 0.00792966 ... 0.01092322 0.00640473 0.02087049]
2077293,photo negative,"[-0.00367666  0.00841371  0.00762189 ...  0.00491301  0.00764504
  0.00589932]"
3073667,digital image,[0.00382459 0.01397465 0.01330334 ... 0.01671664 0.01170543 0.00426662]
3161673,plan,"[ 0.00689177  0.0092197  -0.01167645 ...  0.01542138  0.01663595
  0.00523554]"
2039585,photo,"[-0.00531789  0.00677288  0.0080977  ...  0.00814419  0.01067298
  0.00669385]"
4261742,photo negative,"[ 0.012703    0.01824912  0.00421908 ...  0.01645532  0.01294095
 -0.00473617]"
3359149,photo,[0.01131843 0.0163152  0.00779325 ... 0.01277582 0.02036561 0.02432138]
2267439,music sheet,[0.0141829  0.017148   0.01617494 ... 0.01589954 0.02276609 0.01307214]
3832610,photo negative,"[-0.00961757  0.01735283  0.00728107 ...  0.01311061  0.00859213
  0.01510529]"
2511819,coin,"[ 0.01236746  0.02648539  0.01306194 ...  0.0022642   0.0149456
 -0.00303716]"
3367328,plan,"[-0.00584445  0.01122445  0.00370358 ...  0.00292465  0.01435955
  0.01551103]"
3185763,"script, song/vocal music","[-0.00084624  0.02307649  0.00799209 ...  0.00426068  0.00778038
  0.00133522]"
2850262,photo,"[ 0.0101023   0.00670926 -0.00234937 ...  0.01594862 -0.00307903
  0.01854197]"
3908398,small print,"[-0.00616237  0.00293413  0.01602859 ... -0.00189673  0.02029308
  0.01893285]"
3099003,manuscript,"[-0.01055846  0.02210386 -0.00362423 ... -0.00160379 -0.00264427
  0.00643377]"
2511110,coin,"[ 0.01017566  0.01418974  0.01390885 ... -0.00204895  0.00873947
  0.00724891]"
3766460,letter,"[-0.01893798  0.02041343 -0.00374231 ...  0.0040388   0.01046819
  0.01761195]"
3935668,audio recording,"[ 0.0090778   0.02505281  0.00479827 ... -0.01254562  0.01965416
  0.00373439]"
228721,label/sign,[0.01159262 0.01915382 0.00882451 ... 0.00078666 0.00457249 0.00897313]
3559995,design/drawing/sketch,"[ 0.01389891  0.00287419  0.01382413 ...  0.02727438 -0.00756168
  0.01883409]"
2245456,jewel,[0.01067452 0.01889854 0.01319    ... 0.00226602 0.01079519 0.01411822]
4097961,poster,[0.01143385 0.00665115 0.00115036 ... 0.01449217 0.01459442 0.00775271]
3987818,poster,[0.00222865 0.00804738 0.03036186 ... 0.01409924 0.02357334 0.02519587]
2105477,manuscript,[0.01171469 0.03071399 0.01955537 ... 0.00140409 0.00542638 0.01021328]
2033938,photo,"[ 8.07666438e-05 -1.33829541e-03  9.88704525e-03 ...  4.76861233e-03
  1.20688239e-02  5.40841650e-03]"
3949466,photo,"[-0.00027227  0.01131438  0.01417538 ...  0.01670306  0.01495313
  0.01181436]"
2315959,archaeological find,"[-0.01284464  0.00560577  0.0011996  ... -0.00284646  0.01679895
  0.00156888]"
3274816,invitation,"[-0.01340162  0.00782142  0.01320951 ...  0.00584548 -0.00213603
  0.00806842]"
3228112,postcard,"[-0.01308932  0.00934354 -0.01241164 ...  0.01011869 -0.00360652
 -0.00420297]"
1608070,document,[0.00626867 0.00988413 0.00642282 ... 0.01052875 0.01463001 0.01198614]
2521315,coin,"[ 1.39925284e-02  3.52397445e-03 -1.38233770e-02 ...  1.56370495e-02
 -3.61559773e-03  9.83042046e-05]"
3738220,graphics,"[ 0.00396032  0.00228598 -0.00383279 ... -0.00368402  0.00642814
  0.01294129]"
200613,"script, song/vocal music","[ 0.00621998  0.00656293  0.00354689 ... -0.0001769   0.00158083
  0.00673675]"
3940573,manuscript,"[ 0.01003751  0.00950045  0.00741239 ...  0.00034348  0.00800501
 -0.00068695]"
2653089,photo negative,"[-0.0095382   0.01234136 -0.00596546 ...  0.00490203  0.0104757
  0.01488799]"
3916133,poster,"[-0.00259054  0.01051138  0.0090797  ...  0.00337166  0.0099984
  0.01381309]"
3333935,letter of honor/honorary address,"[-0.00321476  0.01045983  0.02188693 ...  0.00191084  0.00500232
  0.01945926]"
3063365,sculpture,[0.00083846 0.02579956 0.00960921 ... 0.00624364 0.00755612 0.01645285]
3230908,postcard,"[-0.00129178 -0.0004877  -0.00549151 ...  0.00985913 -0.00362293
 -0.00610371]"
3979029,telegram,"[-0.00080983  0.01297577  0.00972952 ...  0.01153709  0.01218265
  0.02694755]"
2914471,photo,"[ 0.0067361   0.01357605  0.0009854  ... -0.0012698   0.00145744
  0.01345332]"
2324651,archaeological find,"[ 0.00300433  0.01195101 -0.00486753 ...  0.00416912  0.00872651
  0.00250005]"
2141362,"script, song/vocal music","[ 0.0035484   0.03367686  0.00441197 ...  0.00777448 -0.00573203
 -0.00257659]"
2076219,photo negative,"[-0.00575285  0.00925541  0.00230914 ...  0.00195018  0.00092448
 -0.00895411]"
2033985,photo,[0.00030583 0.01452332 0.00380846 ... 0.00382031 0.02160024 0.02358974]
2326743,archaeological find,[0.01240465 0.01738553 0.00727645 ... 0.00562724 0.01353581 0.00672513]
2491423,photo,"[ 0.01504549  0.02327861  0.01456279 ... -0.00470399  0.01665751
  0.01009104]"
3480916,plan,"[ 0.00306037  0.00653965  0.00065455 ...  0.00437994  0.00767536
 -0.00021004]"
3707055,photo,[0.00507094 0.01158939 0.01298087 ... 0.009194   0.00797996 0.01392408]
2334638,archaeological find,"[ 0.00928701  0.02660776  0.00969558 ... -0.00356239  0.01171549
 -0.00185924]"
2767406,photo negative,"[ 1.88690685e-02  1.28072230e-02 -5.62114765e-05 ...  4.77123028e-03
  6.52952539e-03  7.25802593e-03]"
2188172,calendar,"[-0.00143254  0.00388224 -0.00046773 ...  0.0192202   0.02923532
  0.0114235 ]"
2329660,archaeological find,[0.00782969 0.01483961 0.01848198 ... 0.0049838  0.01826772 0.0032418 ]
3366456,photo,"[ 0.00090058  0.02899172 -0.00054612 ...  0.00659427  0.0050226
  0.01705282]"
4030553,digital image,"[-1.48484169e-03  1.17302490e-02  1.76603366e-02 ...  2.08249055e-02
 -5.42405860e-06  7.73045700e-03]"
3143895,seal/imprint,"[-0.00314025  0.00178849  0.00771314 ...  0.01184931  0.00807823
  0.01318952]"
2325225,archaeological find,"[8.88355542e-03 1.67626776e-02 2.28958833e-03 ... 6.03711633e-05
 1.11909108e-02 6.55014184e-04]"
3225849,photo,"[-0.0043302   0.01101054 -0.00464247 ...  0.00291455  0.01513718
  0.00534798]"
4101182,photo,"[-0.00322242  0.01204324 -0.01180403 ...  0.00165606  0.00308211
  0.00301771]"
235493,caricature,"[ 1.44860093e-02 -9.72312191e-05  6.65211584e-03 ...  7.63539178e-03
  2.37463452e-02  2.49650534e-02]"
2346855,photo,"[ 0.00394602  0.01153453 -0.00165313 ...  0.00629496  0.01263662
  0.0090922 ]"
2324477,archaeological find,[0.00543565 0.02017881 0.00605741 ... 0.0045148  0.00751759 0.0054545 ]
3205908,letter,"[-0.01035539  0.01579812 -0.00621418 ...  0.00336739 -0.00388327
  0.00345968]"
3699778,book,"[-0.00329803  0.00865411 -0.00883226 ... -0.01362343  0.02662804
  0.00747742]"
2316065,archaeological find,"[ 0.01880714 -0.01392597  0.00592916 ...  0.00071341  0.0223382
  0.01178279]"
4290962,photo negative,[0.00461173 0.01616589 0.01563586 ... 0.0137145  0.02157975 0.00352564]
3981819,plan,"[-0.00142174  0.00357728  0.00664654 ...  0.00476735  0.00887146
  0.01164673]"
3673556,photo,"[ 0.01905227  0.01341323 -0.01396071 ...  0.01127807  0.0182128
  0.0051463 ]"
4282903,letter of honor/honorary address,"[-0.00451912  0.00918649  0.01477806 ...  0.01550075  0.01715923
  0.01962378]"
2526730,coin,[0.00102523 0.00769333 0.00373702 ... 0.00774465 0.00564519 0.00134248]
2073001,photo negative,"[ 0.01429038 -0.00178311 -0.00890179 ...  0.00706882  0.00457394
 -0.00475214]"
3302759,book,"[-0.00583452 -0.00321532 -0.00752433 ...  0.00903107  0.00670289
 -0.00020521]"
3867239,letter,"[-0.00203049  0.01000732  0.00990178 ...  0.00981543  0.01145613
  0.01240601]"
2311586,newspaper,"[ 0.00682219  0.02559264  0.01357842 ... -0.00370792  0.02257731
  0.01292824]"
3833614,photo,"[-0.00439792  0.02074326  0.0156625  ...  0.01184238  0.00591164
  0.01324627]"
2080618,photo negative,"[-0.000619    0.00294794  0.002074   ...  0.00253528  0.00349816
  0.00419305]"
2512325,coin,[0.01222582 0.01467098 0.01079082 ... 0.00301161 0.01729552 0.0074063 ]
2405800,photo negative,"[ 0.01253603  0.0081291  -0.01512575 ...  0.0045825  -0.00355539
  0.00018038]"
4086218,photo negative,"[-0.00023012  0.02172571  0.01555363 ...  0.01214475  0.00832756
  0.01441417]"
3978396,telegram,[0.0089807  0.01060472 0.00440706 ... 0.00775458 0.00021414 0.02183868]
3364344,plan,[0.00709264 0.00933509 0.00698167 ... 0.01871642 0.00204133 0.00524319]
2036538,photo,[0.00867072 0.02565788 0.00842365 ... 0.0020523  0.01677272 0.0153276 ]
3346471,country,"[ 0.00510235  0.01622357  0.01340783 ...  0.01180154 -0.00051348
  0.01333224]"
3305182,book,"[-0.00732713  0.00136596  0.01556024 ...  0.01830616  0.00106825
  0.00749525]"
3687643,design/drawing/sketch,[0.00065259 0.00317339 0.01378238 ... 0.02590827 0.00929682 0.02134826]
1000537,photo negative,"[-0.01308183  0.01737445  0.01081036 ... -0.0105693  -0.00220078
  0.00652701]"
1613505,photo,[0.00813993 0.01743192 0.00656766 ... 0.01220046 0.01379634 0.01211547]
225587,doll,"[ 0.01110468  0.00613351  0.02833806 ...  0.01700283 -0.00602784
  0.0310662 ]"
2746638,photo negative,"[-0.00180588  0.01910739  0.013254   ...  0.0016719   0.00730741
  0.01372936]"
2764707,photo negative,[0.00339651 0.01545472 0.01977365 ... 0.00458588 0.00968184 0.00281255]
2981950,photo,"[ 0.01264613  0.03150139 -0.00221924 ... -0.00561101  0.0125322
  0.00759527]"
3549220,photo,"[-0.00385606  0.01225617  0.01757096 ...  0.02447452  0.00626994
  0.01276685]"
2006283,music sheet,"[ 0.01071108 -0.00116367  0.00518789 ... -0.00335769  0.00915099
  0.007861  ]"
2334034,archaeological find,[0.01622152 0.00487489 0.00882724 ... 0.002887   0.00668716 0.00016361]
